,ルーツ,アーツ名,種別,最大Lv,タイミング,判定値,対象,射程,コスト,効果,ルーツ
DO,イレギュラー,鋼の意志,防御,3,リアクション,【感情】+Lv,自身,なし,3,あなたは特殊攻撃のドッジを[【感情】+Lv]で行なえる。さらにドッジに失敗した場合でも、その攻撃から受けるダメージを-【感情B】する。1ラウンドに1回まで使用できる。,ｲﾚｷﾞｭﾗｰ
DO,イレギュラー,まつろわぬ魂,なし,1,セットアップ,自動成功,自身,なし,3,そのラウンドの間、あなたが行なう攻撃のダメージを+2D6し、あなたはドッジを行なえない。あなたがアタッカーの場合、《魔獣化》と同時に即座にこのアーツを使用できる。,ｲﾚｷﾞｭﾗｰ
DO,イレギュラー,特異点,純血,3,効果参照,自動成功,単体,シーン,罪,いつでも使用できる。対象の罪を+1点する。対象がノウンマンかアンノウマンの場合、魔物や半魔と化す可能性がある。詳細はGMが決定すること。1シナリオにLv回まで使用でき、いかなる効果でも対象を単体から変更できない。,ｲﾚｷﾞｭﾗｰ
異能者 - いわゆる超能力者をあらわすルーツ。,,,,,,,,,,,
,異能者,異能：オメガエフェクト,選択、攻撃,5,メジャー,射撃,単体,シーン,4,対象に射撃攻撃を行なう。この攻撃のDRに+LVd6する。《規格外存在》を取得している場合、「対象：範囲」となる。,異能者
,異能者,異能：キリングサイト,選択、攻撃,5,メジャー,白兵,単体,シーン,4,対象に白兵攻撃を行なう。この時、使用する武器ひとつのダメージを+[【感情】+(LV×3)+1d6 ]に変更し、対象のA値を0として扱う。《規格外存在》を取得している場合、対象はガードを行えない。,異能者
,異能者,異能：ボーダーディゾルヴ,選択,5,リアクション,効果参照,自身,なし,2,あなたはドッジを「【感情】+Lv」で行なう。アーツによる攻撃か、「種別：魔法」の武器による攻撃に対してのみ使用できる。《規格外存在》を取得している場合、対決に勝利すると攻撃側のキャラクターに重圧を与える。,異能者
,異能者,異能：超肉体,選択、魔獣,5,常時,自動成功,自身,なし,2,魔獣化中、あなたの素でのダメージを【感情】+ LV×2 + 1d6に変更する。《規格外存在》を取得している場合、さらにあなたのA値を【感情B】する。あなたの《魔獣化》コストは+1される。,異能者
,異能者,異能：ナイトメア,選択、攻撃,5,メジャー,感情,範囲,シーン,4,対象に[【感情】+LV×2 + 1D6]点のダメージを与える特殊攻撃を行なう。対象は【感情】でドッジを行なう。1点でもダメージを与えた場合さらに狼狽を与える。《規格外存在》を取得している場合、「対象：シーン」となり、コストが+５される。,異能者
,異能者,異能：ベクトルリバース,選択、防御,5,効果参照,自動成功,自身,なし,3,あなたがガードを行なう際に使用する。そのDRの間、あなたのG値を+[LV]D6する。《規格外存在》を取得している場合、攻撃側のキャラクターは上昇したG値と同点の【FP】を攻撃後に失う,異能者
,異能者,異能：ワールドルーラー,選択,5,判定直前,自動成功,シーン,シーン,3,対決の判定の直前に使用する。その判定において、対象の達成値を-3する。1シーンにLV回まで使用でき、《規格外存在》を取得している場合更に対象に重圧を与える。この重圧は、対決の終了時に解除され、《異能：ワールドルーラー》を取得している対象には効果がない。,異能者
,異能者,規格外存在,純血,1,常時,自動成功,自身,なし,4,あなたの【感情】を+2する。《異能：●●》のアーツを複数取得しているキャラクターはこのアーツを取得できず、あなたは《異能：●●》を複数取得できない。,異能者
DE,異能者,異能：ディメンションジャンプ,選択,5,ムーブ,自動成功,自身,なし,3,あなたは通常移動を行ない、そのメインプロセス中に行なう攻撃のダメージに(Lv)D6する。《規格外存在》を取得している場合、通常移動の変わりに離脱移動を行なうこともでき、その攻撃に対してはG値を-5してダメージを算出する。,異能者
DE,異能者,異能：リザレクション,選択、回復,3,効果参照,自動成功,自身,なし,0,あなたがかりそめの死になった直後に特別に使用できる。かりそめの死を回復し、【FP】を2D6点まで回復する。ただし、回復した点数と同点の人間性を失う。1シーンに1回、1シナリオにLv回まで使用でき、人間性が0以下の場合は使用できない。《規格外存在》を取得している場合、1シーンに複数回使用できる。,異能者
DO,異能者,異能：ゴッドハンド,選択、回復,3,マイナー,自動成功,単体,シーン,4,対象の【FP】を[【感情】+1D6]点回復し、BSひとつを回復する。1ラウンドにLv回まで使用でき、《規格外存在》を取得している場合、そのラウンド中に対象が行なうDRを+2D6する。,異能者
DO,異能者,異能：フェイトオーダー,選択,3,判定直後,自動成功,単体,至近,4,対象が判定を行なった直後に使用する。その判定のダイスのうち、片方を振り直させる。1ラウンドに1回、1シーンにLv回まで使用でき、《規格外存在》を取得している場合「射程：シーン」となる。,異能者
DO,異能者,ランクバースト,20,1,イニシアチブ,自動成功,自身,なし,7,そのシーンの間、あなたが取得している《異能：●●》のアーツひとつのLVを+2し、その効果で変更された武器のダメージ、またはそのアーツで行なう攻撃のダメージを+2D6する。《規格外存在》を取得している場合、最大Lvを超えても良い。,異能者
DO,異能者,こんな使い方もある,0、支援,3,DR直前,自動成功,単体,シーン,愛,対象が行なうDRに+[あなたが取得している《異能：●●》ひとつのLV×5+5]する。1シナリオにLv回まで使用でき、《規格外存在》を取得している場合、そのダメージはアーツやアイテムの効果で軽減できない。,異能者
DO,異能者,アナザーワン,純血,1,常時,自動成功,自身,なし,4,取得には《規格外存在》が必要。あなたは《異能：●●》のアーツをもうひとつ取得できる。ただし、そのアーツは解放状態でなければ使用できない。,異能者
AD,異能者,異能：エンチャントアーム,選択,5,マイナー,自動成功,単体,至近,3,使用時に対象が装備している武器ひとつを選択する。そのシーン中、選択した武器の攻撃力を+(Lv)d6する。《規格外存在》を取得している場合、更に攻撃力に+1d6し、その武器の命中を+2する。,異能者
AD,異能者,異能：ラッキースター,選択,3,判定直後,自動成功,自身,なし,3,あなたが判定を行なった直後に使用する。その判定の出目を+1する。結果、クリティカル値以上となった場合はクリティカルが発生する。1シナリオにLv回まで使用できる。《規格外存在》を取得している場合、最大Lvを+2し、あなたは常にファンブルが発生しない。,異能者
守護者使い - 自分に仕える魔物、霊、エネルギーなどを召喚するものたちをあらわすルーツ。,,,,,,,,,,,
,守護者使い,守護者召喚,自動,5,効果参照,自動成功,自身,なし,2,《魔獣化》と同時に使用する。あなたのエンゲージに守護者を登場させる。守護者が登場中あなたの【FP】とFP最大値を+[LV×5+5]する。守護者の運用についてはルルブ226p参照,守護者使い
,守護者使い,守護者強化,攻撃、魔獣,1,メジャー,【白兵】【射撃】,単体,武器,2,守護者から白兵攻撃か射撃攻撃を行なう。そのダメージに+1d6する。あなたと守護者が同じエンゲージにいる場合、さらに+1D6する。,守護者使い
,守護者使い,守護者転移,魔獣,3,イニシアチブ,自動成功,自身,なし,2,あなたの守護者に通常移動か離脱移動を行わせる。この時、封鎖の対決には自動的に勝利する。1シーンにLv回まで使用できる。,守護者使い
,守護者使い,守護者同調,魔獣,1,判定直前,自動成功,単体,シーン,1,守護者と同じエンゲージにいる対象にのみ使用できる。その判定の達成値を+2する。１ラウンドに１回まで使用できる。,守護者使い
,守護者使い,守護者の盾,防御、魔獣,3,DR直後,自動成功,単体,シーン,1,守護者と同じエンゲージにいる対象にのみ使用できる。対象が受けるダメージを-2d6する。１ラウンドにLv回まで使用できる。,守護者使い
,守護者使い,守護者憑依,魔獣,5,マイナー,自動成功,自身,なし,1,あなたは守護者と同調状態になる。この同調状態の間、あなたが行なうDRとあなたのアーマーに+[LV×2],守護者使い
,守護者使い,守護者異能,コピー、20,効果参照,効果参照,効果参照,効果参照,効果参照,効果参照,任意のブラッドまたはルーツから「タイミング：常時」以外のアーツひとつをコピーする。コピーしたアーツのコストは+１され、守護者のみから使用できる。,守護者使い
,守護者使い,高位守護者,純血、魔獣,5,効果参照,自動成功,自身,なし,2,あなたが守護者からアーツを使用する時に使用する。そのアーツの効果で与えるダメージ、軽減するダメージ、回復する【FP】をすべて+[【感情B】+LV]する。,守護者使い
DE,守護者使い,守護者特性,魔獣,1,常時,自動成功,自身,なし,2,取得時に「種別：人間」以外の種別ひとつを選択する。守護者が登場中、あなたは選択した種別を持つものとして扱い、命中判定とドッジの達成値を+2する。あなたの《守護者召喚》のコストは+1される。,守護者使い
DE,守護者使い,守護者武装,魔獣、ア,5,常時,自動成功,自身,なし,2,常備化している武器、防具、乗り物からLv個選択する。選択したアイテムは《守護者召喚》を使用すると同時に装備され、守護者が登場中のみ使用できる。選択したアイテムが武器なら攻撃力、防具ならA値、乗り物なら行動値を+3する。あなたの《守護者召喚》のコストは+1される。,守護者使い
DO,守護者使い,守護者恩恵,魔獣,1,メジャー,自動成功,自身,なし,3,あなたの財産点を+[【加護】+《守護者召喚》のLv]する。1シナリオに1回まで使用できる。,守護者使い
DO,守護者使い,守護者の壁,魔獣,3,効果参照,自動成功,単体,シーン,2,守護者と同じエンゲージにいる対象がガードを行なう直前に使用する。対象はG値が[《守護者召喚》のLv×2+6]の武器を装備しているものとしてガードを行なえる。1ラウンドにLv回まで使用できる。,守護者使い
DO,守護者使い,守護者の礫,攻撃、魔獣,5,メジャー,【加護】,範囲,シーン,3,守護者から、対象に[【加護】+(Lv+1)D6]点のダメージを与える特殊攻撃を行なう。命中判定の達成値に+[《守護者召喚》のLv]し、対象は【加護】でドッジを行なう。1点でもダメージを与えた場合、さらに放心を与える。,守護者使い
DO,守護者使い,守護者妨害,魔獣,3,判定直後,自動成功,単体,シーン,2,守護者と同じエンゲージにいる対象のみ使用できる。対象が行なった判定の達成値を-[(《守護者召喚》のLv÷2)+1]する。1ラウンドにLv回まで使用できる。,守護者使い
DO,守護者使い,守護者絶技,0、魔獣,3,マイナー,自動成功,自身,なし,7,そのメインプロセスの間、あなたが守護者から行なう攻撃ダメージに+4D6し、「攻撃の対象を範囲に変更」「射程をシーンに変更」「命中判定に+3」「ダメージにさらに+2D6」のいずれかを追加する。1シーンにLv回まで使用できる。,守護者使い
AD,守護者使い,守護者操時,魔獣,5,常時,自動成功,自身,なし,2,あなたが取得している《異能：ワールドルーラー》の効果による達成値への修正をさらに-2する。また、あなたが行なう攻撃に対するリアクションの判定に《異能：ワールドルーラー》を使用した場合、その効果を受けた対象があなたの攻撃から受けるダメージを+(Lv+1)D6する。,守護者使い
AD,守護者使い,守護者覚醒,20、魔獣,1,判定直前,自動成功,自身,なし,3,解放状態の間にあなたが行なうリアクションの判定で使用する。あなたはその判定において、解放状態で行なうメジャーアクション同様にダイスを3個振って任意のふたつを選択できる。,守護者使い
GF206,守護者使い,ワイルドカード,魔獣,1,イニシアチブ,自動成功,自身,なし,2,あなたが取得している「特性：〇〇」のアイテム一つを、取得していない「特性：〇〇」に変更し、「原型：ヴィジョン」を持つ場合は使用後、そのラウンド中あなたが次に行なう判定の達成値に+1する。1ラウンド1回。,守護者使い
GF206,守護者使い,勝ち誇りし者へ贈る敗北,20、魔獣,1,判定直後,自動成功,単体,シーン,愛,対象がクリティカルを発生させた直後に使用する。そのクリティカルを打ち消し、ファンブルに変更する。《ワイルドカード》および二つ以上の「特性：○○」を持たない場合、クリティカルでなくとも達成値が30以上の判定になら使用可能。1シナリオ1回。,守護者使い
魔剣 - 魔剣の使い手たち、もしくは魔剣そのものをあらわすルーツ。,,,,,,,,,,,
,魔剣,魔剣の使い手,自動、ア,1,常時,自動成功,自身,なし,4,常備化している武器か乗り物ひとつを魔器とする。プリプレイに選択し直しても良い。魔器のダメージの基準と属性を【感情】に変更し、魔器を装備して行なうあらゆる判定の達成値に+１する。,魔剣
,魔剣,人鞘,ア,1,常時,自動成功,自身,なし,2,あなたは自身の【FP】とは別に【FP】10点を得る。この【FP】をあなたは自身の【FP】と同様に消費できる。この【FP】はシーン終了時ごとに完全に回復する。人鞘はエキストラとして扱い、攻撃の対象になることはない。,魔剣
,魔剣,水流受け,防御,5,効果参照,自動成功,自身,なし,2,あなたがガードを行なう際に使用する。そのDRの間、魔器のG値を+[LV×3]する。,魔剣
,魔剣,魂喰らい,攻撃、魔獣,1,メジャー,【白兵】【射撃】,単体,武器,2,対象に魔器による攻撃を行なう。１点でもダメージを与えた場合、さらに束縛を与える。対象がエキストラの場合、あなたの支配下となる。詳細はGMが決定すること。,魔剣
,魔剣,魔剣舞踏,攻撃、魔獣,3,メジャー,【白兵】【射撃】,効果参照,武器,3,[LV+1]体の対象に、魔器を使用した白兵攻撃か射撃攻撃を行なう。,魔剣
,魔剣,妖刃乱舞,攻撃、魔獣,3,リアクション,効果参照,単体,シーン,4,あなたはドッジを魔器の判定値で行なう。対決に勝利した場合、攻撃を回避した上で、攻撃側に魔器による攻撃が命中したものとして扱う。１シーンにLV回まで使用できる。,魔剣
,魔剣,魔刃解,20、魔獣,1,マイナー,自動成功,自身,なし,4,取得時に以下の一つを選択する。シーン中に、選択した効果を得る。・魔器の攻撃力に+[【感情B】+3]　・魔器のG値に+[【感情B】+2] ・魔器を「射程：シーン」に変更　・魔器を「対象：範囲」に変更 ・魔器を装備中、「種別：回復」「種別：防御」のアーツの効果に+【感情B】,魔剣
,魔剣,果て無き剣,純血、攻撃、魔獣,3,メジャー,【白兵】【射撃】,単体,シーン,6,対象に魔器による白兵攻撃か射撃攻撃を行なう。この攻撃は「射程：シーン」に変更され、ダメージに+【感情】する。１シナリオにLv回まで使用できる。,魔剣
HR,魔剣,果て無き剣・改,純血、攻撃、魔獣,3,メジャー,【白兵】【射撃】,単体,シーン,6,対象に魔器による白兵攻撃か射撃攻撃を行なう。この攻撃は「射程：シーン」に変更され、ダメージに+【感情】する。１シーンにLv回まで使用できる。,魔剣
DE,魔剣,魔鎧,選択、ア,1,常時,自動成功,自身,なし,4,常備化している武具からひとつ選択する。そのA値を+3し、装備中、あなたの素手を魔器として扱う。プリプレイに選択し直してもよい。,魔剣
DE,魔剣,魔宝,選択、ア,1,常時,自動成功,自身,なし,4,常備化している「種別：その他」のアイテムからひとつ選択する。そのアイテムを装備中、あなたの【行動値】を+4し、あなたが装備する「種別：魔法」の武器を魔器として扱う。プリプレイに選択し直してもよい。,魔剣
DE,魔剣,かりそめの器,なし,1,効果参照,自動成功,自身,なし,1,いつでも使用できる。あなたの魔器(《魔鎧》《魔宝》の場合は選択したアイテム)の外見を任意に変更する。見破る場合、【感情】同士で対決を行なうこと。効果中、あなたは情報収集判定を【感情】で行なえる。この効果はいつでも解除できる。,魔剣
DE,魔剣,器我一体,なし,1,セットアップ,自動成功,単体,至近,3,あなたは同意した対象と同調状態となる。この同調状態の間、対象はあなたの魔器(《魔鎧》《魔宝》の場合は選択した防具かアイテム)と同じデータを持つアイテムを装備しているものとして扱い(攻撃力などはあなたの【基本能力値】から算出する)、対象が行なう判定の達成値を+1する。,魔剣
DE,魔剣,空間斬り,魔獣,3,イニシアチブ,自動成功,自身,なし,3,あなたは即座に通常移動か離脱移動を行なう。封鎖から離脱する場合、【行動値】対決の達成値に+2する。魔器を装備中、1ラウンドにLv回まで使用できる。,魔剣
DE,魔剣,剣の軍勢,なし,1,効果参照,自動成功,自身,なし,3,「対象：単体」のアーツと同時に使用する。そのアーツを「対象：範囲」に変更する。魔器を装備中、1ラウンドに1回まで使用でき、使用後にあなたは【FP】を4点失う。,魔剣
DE,魔剣,万色の刃,魔獣,5,効果参照,自動成功,自身,なし,2,魔器による攻撃の命中判定がクリティカルした時に使用する。そのダメージに+(Lv)D6し、攻撃の対象のG値を-5(最低0)してダメージを算出する。,魔剣
DE,魔剣,魔器進化,魔獣,3,常時,自動成功,自身,なし,0,《魔獣化》の効果中、あなたが取得しているアーツに応じた以下の数値を+[Lv×2+2]する。あなたの《魔獣化》コストは+1される。《魔剣の使い手》：魔器の攻撃力　《魔鎧》：選択した防具のA値　《魔宝》：特殊攻撃のダメージ,魔剣
DO,魔剣,魔書,選択、ア,1,常時,自動成功,自身,なし,4,常備化している「種別：魔法」の武器ひとつを魔器とする。プリプレイに選択し直してもよい。魔器を装備中、「種別：魔法」のアーツによる攻撃のダメージに+1D6する。《魔器進化》の効果はこのアーツの修正に加算される。,魔剣
DO,魔剣,魔器覚醒,0、攻撃,3,メジャー,【白兵】【射撃】,単体,武器,9,対象に魔器による白兵攻撃か射撃攻撃を行なう。この時、魔器の攻撃力を2倍してダメージを算出する。1シナリオにLv回まで使用できる。,魔剣
HR,魔剣,魔器所持,ア,5,常時,自動成功,自身,なし,2,あなたは常備化に必要な経験点が[Lv×5+10]以下のアイテムひとつを選択し、常備化する。取得したアイテムは魔器として扱われ、武器なら攻撃力、防具か乗り物なら行動値に+2する。この時、取得に特定のブラッドやルーツが必要なアイテムも取得できる。,魔剣
忍 - いわゆる忍者をあらわすルーツ(『ディケイド』にて追加)。,,,,,,,,,,,
DE,忍,忍隠れ,自動,1,マイナー,自動成功,自身,なし,2,あなたは隠密状態となる。敵とエンゲージ中でも隠密状態になれる。この隠密状態の間、あなたが行なう判定の達成値を+2する。,忍
DE,忍,一網打尽,攻撃,3,メジャー,【射撃】,範囲,武器,4,対象に射撃攻撃を行なう。1点でもダメージを与えた場合、対象の【行動値】をそのシーンの間、-[Lv×3](最低0)する。,忍
DE,忍,影の軍団,なし,3,判定直前,自動成功,単体,シーン,3,対象が行なう判定の達成値に+3する。1シーンにLv回まで使用できる。,忍
DE,忍,児雷也の術,ア、魔獣,1,マイナー,自動成功,自身,なし,5,そのシーン中、あなたは以下の乗り物を装備する。装備していた乗り物は所持品となる。装備中、攻撃ダメージに+1D6、ドッジの達成値-2。　種別：乗り物　命中：0　攻撃力：(【技術】+6)+1D6　G値：7　行動値：14●　射程：シーン　購入：-/-,忍
DE,忍,忍具,ア,5,常時,自動成功,自身,なし,3,あなたは以下のデータを持つ武器を得る。射撃武器としても使用でき、その場合、/右側のデータとなる。装備中、隠密状態で行なう攻撃のダメージに+【技術B】する。　種別：武器(白兵/射撃)　命中：0　G値：Lv+3　攻撃力：(【技術】+Lv×2)+2D6　行動値：3　射程：至近/遠隔,忍
DE,忍,忍法忍術,コピー,効果参照,効果参照,効果参照,効果参照,効果参照,効果参照,他のブラッドまたはルーツから「種別：魔法」のアーツ、または特殊攻撃を行なうアーツをひとつ選択し、コピーする。その判定値と効果文中に書かれている【基本能力値】はすべて【技術】、【能力値ボーナス】は【技術B】に変更される。コピーしたアーツのコストは+1される。,忍
DE,忍,空蝉の術,20、魔獣,3,判定直前,自動成功,自身,なし,5,あなたは命中判定またはドッジを【技術】で行ない、対決に勝利した場合、敗北したキャラクターに[翻弄：あなた]を与える。1シーンにLv回まで使用できる。,忍
DE,忍,刻み舞の術,純血、魔獣、攻撃,3,メジャー,【白兵】【射撃】,単体,武器,7,対象に白兵攻撃か射撃攻撃を行なう。この攻撃のダメージに+【行動値】する。1シナリオにLv回まで使用でき、隠密状態でのみ使用できる。,忍
DO,忍,忍狩,なし,3,常時,自動成功,自身,なし,3,あなたの【白兵値】を+2し、あなたが忍のルーツまたはアーツを持つキャラクターに与えるダメージを+(Lv)D6する。,忍
DO,忍,畳返し,なし,3,効果参照,自動成功,範囲,至近,3,対象がガードを行なう直前に使用する。対象はG値が10の武器を装備しているものとしてガードを行なえる。1ラウンドにLv回まで使用できる。,忍
DO,忍,●●は最後の武器だ！,なし,3,常時,自動成功,自身,なし,4,プリプレイであなたが取得している武器または「種別：攻撃」のアーツひとつを選択する。選択したものを使用した攻撃のダメージを+[Lv×5+5]する。ただし、選択したものは1シナリオに1回しか使用できなくなり、人間性が20以下でなければ使用できない。,忍
DO,忍,約七年殺し,なし,1,メジャー,【感情】,単体,至近,7,対象の【肉体】と対決し、あなたが勝利した場合、対象は2D6年後に真の死となる。詳細はGMが決定すること。対象は罪1点か【FP】30点を即座に失うことでこの効果を無効化できる。1シナリオに1回まで使用できる。,忍
DO,忍,鬼忍法憑依の術,0,1,効果参照,自動成功,自身,なし,8,あなたが解放状態となるか、かりそめの死から回復した直後に使用する。そのシーンの間、あなたが忍のアーツを使用して行なう攻撃ダメージに+【技術】し、攻撃で1点でもダメージを与えた対象に[翻弄：あなた]を与える。,忍
グラップラー - 己の肉体を鍛え上げることによって、人を超えてしまったものたちをあらわすルーツ(『ディケイド』にて追加)。,,,,,,,,,,,
DE,グラップラー,五体武器化,自動,5,常時,自動成功,自身,なし,3,あなたの素手の攻撃力に+[Lv×2+2]、G値に+[Lv+1]する。,ｸﾞﾗｯﾌﾟﾗｰ
DE,グラップラー,砕けぬ肉体,防御,5,DR直後,自動成功,自身,なし,2,あなたが受けるダメージを-[【肉体】+(Lv)D6]する。1ラウンドに1回まで使用でき、行動値修正が-1以下の防具を装備中は使用できない。,ｸﾞﾗｯﾌﾟﾗｰ
DE,グラップラー,心を折る一撃,なし,1,DR直前,自動成功,自身,なし,2,あなたが素手でおこなった攻撃のダメージ属性を【感情】に変更し、1点でもダメージを与えた場合、さらに放心を与える。,ｸﾞﾗｯﾌﾟﾗｰ
DE,グラップラー,試し割り,なし,1,メジャー,自動成功,自身,なし,4,そのシナリオの間、あなたの【肉体】を+2する(【FP】は変化しない)。,ｸﾞﾗｯﾌﾟﾗｰ
DE,グラップラー,超暴力,なし,5,判定直前,自動成功,自身,なし,2,あなたはあらゆる判定を[【肉体+Lv】で行なえる。1ラウンドに1回まで使用できる。,ｸﾞﾗｯﾌﾟﾗｰ
DE,グラップラー,猛獣の反撃,攻撃,3,リアクション,【白兵】,単体,シーン,4,あなたはドッジを【白兵値】で行ない、対決に勝利した場合、攻撃を回避した上で、対象に素手による攻撃が命中したものとして扱う。1シーンにLv回まで使用できる。,ｸﾞﾗｯﾌﾟﾗｰ
DE,グラップラー,人類には使えぬ技,20、攻撃,3,メジャー,【白兵】,単体,武器,6,対象に素手による白兵攻撃を行なう。この攻撃のダメージに+[【肉体】×2]する。対象が「種別：人間」以外の種別をもつ場合、対象はガードを行なえない。1シナリオにLv回まで使用できる。,ｸﾞﾗｯﾌﾟﾗｰ
DE,グラップラー,最強の生物,純血、魔獣,5,常時,自動成功,自身,なし,3,《魔獣化》の効果中、あなたの【肉体】を+3し(【FP】は変化しない)、あなたが素手で行なう攻撃のダメージに+(Lv)D6する。あなたの《魔獣化》のコストは+2される。,ｸﾞﾗｯﾌﾟﾗｰ
DO,グラップラー,孤拳ただひとつ,なし,5,常時,自動成功,自身,なし,2,あなたが素手以外の武器も乗り物も装備していない間、あなたの素手による攻撃のダメージに+【感情B】、A値に+[Lv×2]する。,ｸﾞﾗｯﾌﾟﾗｰ
DO,グラップラー,さあ闘ろうぜ,なし,3,セットアップ,【肉体】,シーン,シーン,5,対象の【感情】と対決し、勝利した場合[翻弄：あなた]を与える。1シナリオにLv回まで使用できる。,ｸﾞﾗｯﾌﾟﾗｰ
DO,グラップラー,闘争のフラッシュバック,なし,1,効果参照,自動成功,自身,なし,4,あなたが未チェックのエゴを表現した直後に使用することで、GMの許可を得て即座に罪を得ることができる。これは1シーンに1点という罪の取得上限には数えない。1シナリオに1回まで使用できる。,ｸﾞﾗｯﾌﾟﾗｰ
DO,グラップラー,吹き飛ばし,攻撃,1,メジャー,【白兵】,単体,至近,3,対象に素手による白兵攻撃を行なう。この攻撃ダメージに+【肉体B】し、1点でもダメージを与えた場合、対象に離脱移動を行なわせる。移動先はあなたが決定する。,ｸﾞﾗｯﾌﾟﾗｰ
DO,グラップラー,拳鬼剛臨,0,1,効果参照,自動成功,自身,なし,8,あなたが解放状態となるか、かりそめの死から回復した直後に使用する。そのシーンの間、あなたが素手で行なう白兵攻撃のダメージに+【肉体】し、その攻撃が命中した対象に[恐怖：あなた]を与える。,ｸﾞﾗｯﾌﾟﾗｰ
