,ルーツ,アーツ名,種別,最大Lv,タイミング,判定値,対象,射程,コスト,効果,ルーツ
,幽霊,幽体,自動、魔獣,1,常時,自動成功,自身,なし,0,《魔獣化》の効果中、あなたは飛行状態となり、受ける【肉体】属性と【技術】属性から受けるダメージを-5する。あなたの《魔獣化》のコストは+1される。,幽霊
,幽霊,驚愕の出現,攻撃、魔獣,1,メジャー,【白兵】,単体,至近,3,隠密状態でのみ使用できる。対象に白兵攻撃を行なう。この攻撃に対してはガードを行なえず、1点でもダメージを与えた場合、さらに狼狽を与える。,幽霊
,幽霊,群霊襲撃,攻撃、魔法,5,メジャー,【感情】,単体,シーン,3,対象に[【感情】+(Lv)D6]点のダメージを与える特殊攻撃を行なう。対象は【感情】でドッジを行なえる。この攻撃で1点でもダメージを与えた場合、さらに放心を与える。,幽霊
,幽霊,すり抜け,魔獣,1,判定直前,自動成功,自身,なし,1,あなたはドッジまたは情報収集の判定を【感情】で行なえる。,幽霊
,幽霊,ポルターガイスト,防御、魔法,3,DR直後,自動成功,単体,シーン,2,対象が受けるダメージを-【感情】する。1ラウンドにLv回まで使用できる。,幽霊
,幽霊,霊魂憑依,なし,1,セットアップ,自動成功,単体,至近,1,あなたは対象と同調状態になる。この同調状態の間、対象が行なう判定の達成値に+1、あるいは-1する。使用時にいずれか選択すること。対象はあなたの同意を得ずにこの同調状態を解除する場合、メジャーアクションの消費が必要。,幽霊
,幽霊,不可視の助け,20、魔獣,3,判定直前,自動成功,単体,シーン,4,あなた以外の対象が行なう判定の達成値を+【感情B】する。1シーンに1回、1シナリオにLv回まで使用できる。,幽霊
,幽霊,大霊界,純血、魔獣,1,判定直後,自動成功,単体,シーン,愛,対象が行なった判定のダイスのうち、あなたの選択したひとつを6に変更する。1シナリオに1回まで使用できる。,幽霊
DE,幽霊,姿は見えず,魔獣,3,常時,自動成功,自身,なし,2,《魔獣化》中、あなたは通常移動や離脱移動を行っても隠密状態が解除されない。また、あなたが隠密状態で行なうあらゆる判定の達成値に+LVする,幽霊
DE,幽霊,手厚い供養,なし,1,メジャー,自動成功,自身,なし,3,あなたの財産点を+【感情】する。1シナリオに1回まで使用できる。,幽霊
DO,幽霊,かき消える姿,魔獣,3,効果参照,自動成功,自身,なし,4,あなたがドッジに成功した直後に使用する。攻撃側のキャラクターに[恐怖：あなた]を与え、あなたは隠密状態となる。敵とエンゲージしていても隠密状態になれる。1シーンにLv回まで使用できる。,幽霊
DO,幽霊,非実体,魔獣,1,常時,自動成功,自身,なし,3,取得には《幽体》が必要。その効果中、あなたは【肉体】【技術】属性に対しては最終的なA値を2倍に計算し、【感情】【加護】のA値は常に0となる。,幽霊
夢蝕み - いわゆる夢魔をあらわすルーツ。,,,,,,,,,,,
,夢蝕み,誘惑の華,自動、攻撃、魔法,1,メジャー,【感情】,範囲,シーン,3,範囲の対象に、DRの代わりに対象に狼狽と放心を与える特殊攻撃を行なう。対象は【感情】でドッジを行なう。対象がエキストラの場合、あなたの支配下となる。詳細はGMが決定すること。,夢蝕み
,夢蝕み,傾城の美,なし,1,判定直前,自動成功,自身,なし,1,あなたは【社会】による判定を【感情】でおこなえる。,夢蝕み
,夢蝕み,胡蝶の夢,なし,1,判定直後,自動成功,単体,シーン,2,対象が行なった判定を振り直させる。1ラウンドに1回まで使用できる。,夢蝕み
,夢蝕み,精気吸い,回復、魔法,5,マイナー,自動成功,自身,なし,1,そのメインプロセスの間、あなたが行なう攻撃が命中した場合、あなたの【FP】を[【感情】+(Lv)D6]点回復する。,夢蝕み
,夢蝕み,メドゥーサの呪い,攻撃、魔法,1,メジャー,【射撃値】,単体,シーン,3,対象に射撃攻撃を行なう。命中した場合、DRの代わりに対象に重圧と束縛を与える。,夢蝕み
,夢蝕み,夢糸紡ぎ,攻撃、魔法,5,メジャー,【感情】,範囲,シーン,2,対象に[【感情】+(Lv)D6]点のダメージを与える特殊攻撃を行なう。対象は【回避値】でドッジを行なう。,夢蝕み
,夢蝕み,うたかたの愛,20、支援,3,DR直前,自動成功,単体,シーン,4,あなた以外の対象が行なうDRに+[【感情】+1D6]する。対象があなたの絆を持っている場合、効果にさらに+2D6する。1シナリオにLv回まで使用できる。,夢蝕み
,夢蝕み,快楽地獄,純血、魔獣,1,マイナー,自動成功,自身,なし,2,そのメインプロセスの間、あなたが他のキャラクターにBSを与えた場合、そのキャラクターの受けたBSひとつにつき[あなたの【感情B】]点の【FP】を失う。,夢蝕み
DE,夢蝕み,愛の虜,なし,1,イニシアチブ,自動成功,単体,シーン,3,対象に[翻弄：あなた]を与える。1ラウンドに1回まで使用できる。,夢蝕み
DE,夢蝕み,ミューズの囁き,なし,1,メジャー,自動成功,単体,シーン,愛,対象はあなたの絆を得る。新たに絆を取得できない場合は、絆ひとつをあなたへの絆に変更する。関係はあなたが決定する。この絆が存在する間、対象が行なうあらゆる判定の達成値に+2する。対象は愛か罪を1点消費することでこの効果を解除し、その絆の対象と関係を任意に変更できる。1シナリオに1回まで使用できる。,夢蝕み
DO,夢蝕み,愛の奴隷,なし,3,イニシアチブ,自動成功,単体,シーン,6,放心か[翻弄：あなた]をうけているキャラクターのみ対象にできる。対象はエゴ【あなたを自分のものにしたい】を得る。絆を持つ場合は即座に絆をエゴ化すること。エゴを得られない場合は効果がなく、対象は愛を1点消費すればこの効果を受けない。1シナリオにLv回まで使用できる。,夢蝕み
DO,夢蝕み,幻撃,なし,1,判定直後,自動成功,単体,シーン,3,対象が行なう命中判定またはドッジの達成値を+2、または-2する。1ラウンドに1回まで使用できる。,夢蝕み
妖精 - 人間の夢想から生まれた小さき存在をあらわすルーツ。人に忘れられると生きていけない。,,,,,,,,,,,
,妖精,カテゴリー：アース,選択、魔獣,1,常時,自動成功,自身,なし,0,《魔獣化》の効果中、あなたのA値を+【加護B】する。また、狼狽を受けない。あなたの《魔獣化》コストは+2される。,妖精
,妖精,カテゴリー：ウォータ,選択、魔獣,1,常時,自動成功,自身,なし,0,《魔獣化》の効果中、あなたが使用する「種別：回復」のアーツによって回復する【FP】を+【加護B】する。また、放心を受けない。あなたの《魔獣化》コストは+2される。,妖精
,妖精,アテゴリー：エア,選択、魔獣,1,常時,自動成功,自身,なし,0,《魔獣化》の効果中、あなたは飛行状態となり、【行動値】を+【加護B】する。また、束縛を受けない。あなたの《魔獣化》コストは+2される。,妖精
,妖精,カテゴリー：ファイア,選択、魔獣,1,常時,自動成功,自身,なし,0,《魔獣化》の効果中、あなたが行なう攻撃のダメージを+【加護B】する。また、重圧を受けない。あなたの《魔獣化》コストは+2される。,妖精
,妖精,こっちこっち！,魔獣,1,リアクション,【加護】,自身,なし,3,あなたは【加護】でドッジを行ない、対決に勝利した場合、攻撃を回避した上で攻撃側のキャラクターに狼狽を与える。1ラウンドに1回まで使用できる。,妖精
,妖精,トリックオアトリート,攻撃、魔法,5,メジャー,【感情】,単体,シーン,3,対象に[【感情】+(Lv)D6]点のダメージを与える特殊攻撃を行なう。対象は【感情】でドッジを行なう。この攻撃で1点でもダメージを与えた場合、対象に「翻弄：あなた」を与える。,妖精
,妖精,幸運の妖精,20、防御,3,DR直後,自動成功,単体,シーン,3,対象が受けるダメージを-[【加護】+(Lv)D6]し、対象はそのDRでBSを受けない。1ラウンドに1回まで使用できる。,妖精
,妖精,妖精を信じる？,純血、魔獣,1,解放状態,自動成功,自身,なし,4,あなたが解放状態となった直後に使用する。そのシーンの間、あなたが取得している《カテゴリー：●●》の効果を計算する際、【加護B】に+[あなたの持つ絆の数]して効果を算出する。,妖精
DE,妖精,カテゴリー：アナザー,選択、魔獣,1,常時,自動成功,自身,なし,0,取得時に「種別：攻撃」「種別：防御」「種別：支援」からひとつ選択する。《魔獣化》の効果中、選択したアーツの効果を+【加護B】する。あなたの《魔獣化》コストは+2される。,妖精
DE,妖精,やっちゃえ！,支援,1,イニシアチブ,自動成功,単体,シーン,4,あなた以外の同意した対象は即座にメインプロセスを行なう。対象は未行動でなくてはならない。対象がそのメインプロセスに行なうDRに+2D6する。メインプロセス後、対象は行動済みとなる。1シーンに1回まで使用できる。,妖精
DO,妖精,生きているプティング,魔法,3,メジャー,【感情】+Lv,単体,シーン,3,対象の【感情】と対決し、あなたが勝利した場合、対象に通常移動が離脱移動を行なわせる。移動先はあなたが決定し、移動後に対象は放心を受ける。,妖精
DO,妖精,ピーターパンシンドローム,魔獣,1,イニシアチブ,自動成功,範囲,至近,3,対象はそのシーンの間、飛行状態となる。アンノウンマンに使用した場合、対象は妖精の実在を信じるようになるが、効果中に判定の必要な行動が発生した場合、転落して死亡する。対象はマイナーアクションでこの飛行状態を解除したり、再び飛行状態になれる。,妖精
召喚獣 - 他の世界から召喚された魔物をあらわすルーツ(『ディケイド』にて追加)。,,,,,,,,,,,
DE,召喚獣,召喚主,選択,5,常時,自動成功,自身,なし,3,あなたの【FP】最大値を+[Lv×5+10]し、あなたを召喚したキャラクターをエキストラとして得る。そのロールプレイはあなたが行なってもよい。エキストラを得る代わりに、他のPCやNPCがあなたの召喚主であるとしてもよい。あなたは《解き放たれしもの》を取得できない。,召喚獣
DE,召喚獣,解き放たれしもの,選択,1,常時,自動成功,自身,なし,3,あなたの【戦闘能力値】からひとつを選択し、+2する。【行動値】を選択した場合は+5となる。あなたは《召喚主》を取得できない。,召喚獣
DE,召喚獣,種族相性,なし,5,常時,自動成功,自身,なし,3,取得時に、種別からひとつ選択する。選択した種別を持つキャラクターにあなたが攻撃に与えるダメージを+[Lv×3]し、選択した種別をもつキャラクターからあなたが受けるダメージを-[Lv×3]する。,召喚獣
DE,召喚獣,スタイルチェンジ,魔獣,1,イニシアチブ,自動成功,自身,なし,3,使用時にダメージの属性ふたつを選択し、そのシーンの間、それぞれの属性に対するあなたのA値を交換する。1ラウンドに1回まで使用できる。,召喚獣
DE,召喚獣,得意戦法,攻撃、魔獣,3,メジャー,【白兵】【射撃】,単体,武器,3,取得時に、ダメージの属性ひとつを選択する。対象に白兵攻撃か射撃攻撃を行なう。この攻撃のダメージに+(Lv)D6し、さらに選択したダメージ属性に変更する。,召喚獣
DE,召喚獣,得意技,攻撃、魔獣,3,メジャー,【感情】,範囲,シーン,3,取得時に、暴走と翻弄以外のBSひとつを選択する(邪毒の場合は邪毒3)。対象に[【感情】+(Lv+1)D6]点のダメージを与える特殊攻撃を行なう。対象は【感情】でドッジを行なう。1点でもダメージを与えた場合、さらに選択したBSを与える。,召喚獣
DE,召喚獣,突然進化,20、魔獣,1,効果参照,自動成功,自身,なし,4,いつでも使用できる。使用時に、あなたが取得しているアーツひとつを選択する。そのシナリオの間、選択したアーツのLvを+2する。この時、最大Lvを超えてもよい。1シナリオに1回まで使用できる。,召喚獣
DE,召喚獣,大奮闘,純血、魔獣,1,判定直後,自動成功,単体,シーン,効果参照,対象が行なった判定をクリティカルに変更する。このアーツのコストは、あなたが《召喚主》を取得しているなら愛、《解き放たれしもの》を取得しているなら罪となり、いずれかを取得していなければ使用できない。1シナリオに1回まで使用できる。,召喚獣
DO,召喚獣,主従の契約,なし,1,メジャー,自動成功,単体,至近,4,《解き放たれしもの》を取得していなければ取得できない。あなたが絆を持つ、あなた以外の同意した対象にのみ使用できる。そのシナリオの間、対象が登場しているシーンであなたが行なう判定の達成値を+1、DRに+【感情B】する。1シナリオに1回まで使用できる。　,召喚獣
DO,召喚獣,封印化,回復、魔獣,5,効果参照,自動成功,自身,なし,3,《召喚主》を取得していなければ取得できない。あなたが待機を宣言すると同時に使用する。あなたの【FP】を[【感情】+(Lv)D6]点回復し、BSをすべて回復する。1シーンに1回まで使用できる。,召喚獣
GF206,召喚獣,ゲットビースト,なし,1,メジャー,効果参照,自身,なし,3,あなたは【感情】か【加護】で難易度10の判定を行い、成功した場合「特性：〇〇」のアイテム一つをシナリオ中取得できる。「原型：スプライト」を持つ場合、さらにそのシナリオ中あなたの《魔獣化》中のA値に+2.,召喚獣
GF206,召喚獣,バディマスター,なし,1,常時,自動成功,自身,なし,2,あなたは《スタイルチェンジ》を使用した際、取得している「特性：〇〇」のアイテム一つを、取得していない「特性：〇〇」ひとつに変更でき、《種族相性》で選択した種別を別の種別に変更できる。,召喚獣
妖獣 - この世界に潜む幻獣などをあらわすルーツ(『ディケイド』にて追加)。,,,,,,,,,,,
DE,妖獣,牙持つもの,選択、魔獣,5,常時,自動成功,自身,なし,0,《魔獣化》の効果中、あなたの素手のダメージを[【感情】+(Lv×2)+1D6]、G値を[Lv+3]に変更する。あなたの《魔獣化》コストは+1される。,妖獣
DE,妖獣,堅牢なるもの,選択、魔獣,5,常時,自動成功,自身,なし,0,《魔獣化》の効果中、あなたのA値を[Lv×2+1]する。あなたの《魔獣化》コストは+1される。,妖獣
DE,妖獣,理より外れしもの,選択、魔獣,5,常時,自動成功,自身,なし,0,取得時に【基本能力値】から、ひとつ選択する。《魔獣化》の効果中、選択した【基本能力値】を+Lvする(【FP】は変化しない)。あなたの《魔獣化》コストは+1される。,妖獣
DE,妖獣,地を奔るもの,選択、魔獣,5,常時,自動成功,自身,なし,0,《魔獣化》の効果中、あなたの命中判定とドッジの達成値を+Lvする。あなたの《魔獣化》コストは+1される。,妖獣
DE,妖獣,天を駆けるもの,選択、魔獣,5,常時,自動成功,自身,なし,0,《魔獣化》の効果中、あなたは飛行状態となり、【行動値】を+[Lv×2+1]する。あなたの《魔獣化》コストは+1される。,妖獣
DE,妖獣,水に潜むもの,選択、魔獣,5,常時,自動成功,自身,なし,0,《魔獣化》の効果中、あなたの【FP】最大値とFPを+[Lv×5+5]し、あなたはGMが水中の影響と判断した不利な効果を受けない。あなたの《魔獣化》コストは+1される。,妖獣
DE,妖獣,吹き散らすもの,20、攻撃、魔獣,3,メジャー,【白兵】【射撃】,範囲,武器,5,取得時に、暴走と翻弄以外のBSひとつを選択する(邪毒の場合は邪毒3)。対象に白兵攻撃か射撃攻撃を行なう。この攻撃ダメージに+10し、1点でもダメージを与えた場合、さらに選択したBSを与える。1シーンにLv回まで使用できる。,妖獣
DE,妖獣,君臨せしもの,純血,1,常時,自動成功,自身,なし,4,あなたが取得している「種別：選択」の妖獣のアーツからひとつ選択する。そのLvを+3して効果を計算する(最大Lvを超えてもよい)。,妖獣
DO,妖獣,朧なるもの,選択、魔獣,5,常時,自動成功,自身,なし,0,《魔獣化》の効果中、あなたが行なう射撃攻撃のダメージに+[Lv×2+2]し、あなたが使用する《姿隠し》はそのラウンド中有効となる。あなたの《魔獣化》のコストは+1される。,妖獣
DO,妖獣,巨大なるもの,選択、魔獣,5,常時,自動成功,自身,なし,0,《魔獣化》の効果中、あなたは「種別：巨大」として扱われ、白兵攻撃のダメージに+[Lv×2+2]する。あなたの《魔獣化》のコストは+1される。,妖獣
雪の精 - 数ある自然精霊のうち、雪や氷を司る精霊たち。男性体は「雪男」と呼ばれ、イエティやサスカッチのように毛むくじゃらの巨漢であることが多い。また女性体は「雪女」と呼ばれ、たおやかな女性の姿を取ることが多い。(『アドヴェント』にて追加)。,,,,,,,,,,,
AD,雪の精,雪女,選択、魔獣,3,常時,自動成功,自身,なし,0,《魔獣化》中、あなたの【射撃値】と【感情】を+Lvし(【FP】は変化しない)、アイスフロスト(『BBT』P175)のダメージに+【感情B】する。あなたの《魔獣化》コストは+Lvされる。あなたは《雪男》を取得できない。,雪の精
AD,雪の精,雪男,選択、魔獣,3,常時,自動成功,自身,なし,0,《魔獣化》中、あなたの【白兵値】と【肉体】を+Lvし(【FP】は変化しない)、素手による攻撃のダメージに+【肉体B】する。あなたの《魔獣化》コストは+Lvされる。あなたは《雪女》を取得できない。,雪の精
AD,雪の精,凍り付く戒め,魔獣,1,DR直後,自動成功,自身,なし,4,あなたの行なう攻撃が命中した対象に束縛を与える。この束縛が何らかの手段で回復したり、束縛を受けている間に白兵攻撃が命中するたびに、束縛を受けていた(いる)者は[あなたが《雪男》なら【肉体】、《雪女》なら【感情】]点の【FP】を失う。,雪の精
AD,雪の精,冷たき砦,魔獣,3,イニシアチブ,自動成功,自身,なし,3,使用時に《封鎖能力》か《接近困難》(いずれも『BBT』P233)を選択する。あなたはそのラウンド中、選択したアーツを持っているものとして扱う。それらの効果は敵にのみ適用され、1ラウンドにLv回まで使用できる。,雪の精
AD,雪の精,氷葬の抱擁,魔獣,3,イニシアチブ,自動成功,単体,至近,3,対象にあなたが《雪女》なら[翻弄：あなた]と放心を与え、《雪男》なら[恐怖：あなた]を与えて【FP】を【肉体】点失わせる。1ラウンドに1回、1シーンにLv回まで使用できる。,雪の精
AD,雪の精,冬のしもべたち,魔獣,1,マイナー,自動成功,自身,なし,3,そのメインプロセス中、あなたが使用する「対象：自身」以外のアーツの対象を範囲に変更する。このアーツを取得した場合、あなたは《友なる霊》の使用時にその効果を受ける【基本能力値】を任意に一つ選択できる。,雪の精
AD,雪の精,溶けゆく命,20、回復,1,効果参照,自動成功,単体,シーン,愛,あなた以外の対象の【FP】が0になった直後に使用する。対象のかりそめの死や真の死を回避し【FP】を1点まで回復した上で、あなたの【FP】は0となる。この効果で解放状態でも【FP】を回復できる。1シナリオに1回まで使用でき、このアーツの対象はいかなる効果でも変更できない。,雪の精
AD,雪の精,氷獄現出(Let it go),純血、魔獣、攻撃,3,メジャー,【感情】,シーン,シーン,罪,対象に[【感情】+(Lv×2)D6]点のダメージを与える特殊攻撃を行なう。対象は【感情】でドッジを行なう。1点でもダメージを受けた対象はシーン中、移動や待機を宣言するたびに放心を受け、【FP】を(Lv)D6失う。《雪男》ならこのアーツの判定値と効果文中の【感情】は【肉体】となる。,雪の精
