,ルーツ,アーツ名,種別,最大Lv,タイミング,判定値,対象,射程,コスト,効果,ルーツ
DO,ハーミット,迫害者の檻,攻撃,5,メジャー,【社会】,単体,シーン,4,対象に、DRの代わりに迫害状態を与える特殊攻撃を行なう。対象は【社会】でドッジを行なう。この迫害状態を受けている間、対象が行なうドッジの達成値を-2する。1シナリオにLv回まで使用できる。,ﾊｰﾐｯﾄ
DO,ハーミット,最高の半端者,純血,1,常時,自動成功,自身,なし,2,あなたは《魔獣化》をクライマックスフェイズにしか使用できない(暴走を受けた場合は除く)。あなたが使用する罪の効果「◆ダメージ増強」によるダメージの上昇量を+3D6する(他人に適用した場合も有効)。,ﾊｰﾐｯﾄ
ブラックコート - キリスト教会諸派の連合により結成された退魔組織の一員をあらわすルーツ。,,,,,,,,,,,
,ブラックコート,聖句詠唱,自動,5,効果参照,自動成功,自身,なし,2,「種別：攻撃」「種別：支援」「種別：回復」のアーツと同時に使用する。そのアーツの効果に+【加護B】する。1ラウンドにLv回まで使用できる。,ﾌﾞﾗｯｸｺｰﾄ
,ブラックコート,神の癒し,回復,5,メジャー,自動成功,範囲,シーン,3,対象の【FP】を[【加護】+(Lv)D6]点回復し、BSひとつを回復する。,ﾌﾞﾗｯｸｺｰﾄ
,ブラックコート,裁きの飛礫,攻撃,1,メジャー,【射撃】,範囲,シーン,3,対象に射撃攻撃を行なう。この攻撃で1点でもダメージを与えた場合、さらに束縛を与える。,ﾌﾞﾗｯｸｺｰﾄ
,ブラックコート,聖人認定,魔獣,1,常時,自動成功,自身,なし,0,《魔獣化》の効果中、あなたが行なう攻撃のダメージと、あなたのA値を+【加護B】し、あなたは「種別：神聖」としても扱われる。あなたの《魔獣化》のコストは+2される。,ﾌﾞﾗｯｸｺｰﾄ
,ブラックコート,聖なる結界,なし,1,ムーブ,自動成功,自身,なし,3,あなたのエンゲージを封鎖する。「種別：人間」以外の種別を持つ敵は、そのエンゲージにいる間、あらゆる判定の達成値が-2される。,ﾌﾞﾗｯｸｺｰﾄ
,ブラックコート,聖別霊装,ア,5,常時,自動成功,自身,なし,2,あなたが常備化している武器からLv個まで選択する。そのダメージの属性と基準を【加護】に変更し、攻撃力とG値に+2する。プリプレイに選択し直してもよい。,ﾌﾞﾗｯｸｺｰﾄ
,ブラックコート,絶対の信仰,20,3,判定直前,自動成功,自身,なし,3,あなたはあらゆる判定を【加護】+2で行なえる。1ラウンドにLv回まで使用できる。,ﾌﾞﾗｯｸｺｰﾄ
,ブラックコート,神の福音,純血、回復,5,イニシアチブ,自動成功,自身,なし,4,あなたの【FP】を[【加護】+3D6]点回復し、BSをすべて回復する。このアーツは重圧を受けていても使用でき、解放状態でも【FP】を回復できる。1シナリオにLv回まで使用できる。,ﾌﾞﾗｯｸｺｰﾄ
DE,ブラックコート,守護聖印,なし,3,効果参照,【加護】,単体,シーン,5,対象が特殊攻撃か、「種別：魔法」の武器またはアーツを使用した攻撃の命中判定を行なった直後に使用する。その達成値を難易度に【加護】で判定を行い、勝利した場合、その攻撃は失敗となる。1シナリオLv回。,ﾌﾞﾗｯｸｺｰﾄ
DE,ブラックコート,神託,なし,3,判定直後,自動成功,単体,シーン,2,対象が行なった情報収集判定の達成値を+【加護B】し、その判定ではアクシデントが発生しない。1シナリオ[Lv+1]回。,ﾌﾞﾗｯｸｺｰﾄ
DO,ブラックコート,生ける奇跡,魔獣,1,常時,自動成功,自身,なし,2,取得には《聖人認定》が必要。《魔獣化》の効果中、あなたの【加護】を+2し(【FP】は変化しない)、あなたは「種別：人間」として扱われなくなる。,ﾌﾞﾗｯｸｺｰﾄ
DO,ブラックコート,迷える子羊たちよ,回復,3,マイナー,自動成功,シーン,シーン,2,対象の受けている放心、恐怖、翻弄をすべて回復する。また、恐慌状態にあったりあなたに警戒を抱くNPCを落ち着かせ、あなたの話を聞かせることができる。1シーンにLv回まで使用できる。,ﾌﾞﾗｯｸｺｰﾄ
マジシャン - いわゆる魔法使いをあらわすルーツ。,,,,,,,,,,,
,マジシャン,呪文詠唱,選択、魔法,1,マイナー,自動成功,自身,なし,2,そのメインプロセスの間、あなたが行なう判定の達成値に+2し、「種別：魔法」のアーツ効果に+【感情B】する。,ﾏｼﾞｼｬﾝ
,マジシャン,呪圏拡大,なし,1,効果参照,自動成功,自身,なし,2,「対象：単体」かつ「種別：魔法」のアーツと同時に使用する。そのアーツを「対象：範囲」に変更する。,ﾏｼﾞｼｬﾝ
,マジシャン,剣の舞,魔法,1,判定直前,自動成功,自身,なし,2,あなたは白兵攻撃の命中判定か白兵攻撃に対するドッジを【感情】で行なえる。,ﾏｼﾞｼｬﾝ
,マジシャン,弾幕魔術,攻撃、魔法,1,メジャー,【感情】,単体,武器,3,対象に「種別：魔法」の武器による白兵攻撃か射撃攻撃を行なう。この攻撃の命中判定を【感情】で行ない、ダメージに+【感情B】する。,ﾏｼﾞｼｬﾝ
,マジシャン,武器練成,魔法,5,マイナー,自動成功,単体,シーン,1,そのシーンの間、同意した対象は以下の白兵武器をLv個装備する。　種別：武器(白兵/魔法)　命中：+0　G値：+5　攻撃力：あなたの【感情】+2+1D6　行動値：+0　射程：至近,ﾏｼﾞｼｬﾝ
,マジシャン,魔法盾,防御、魔法,5,DR直後,自動成功,単体,シーン,2,対象が受けるダメージを-[【感情B】+(Lv)D6]する。1ラウンドに1回まで使用できる。,ﾏｼﾞｼｬﾝ
,マジシャン,オリジナルスペル,20,3,効果参照,自動成功,自身,なし,3,「種別：魔法」のアーツまたは「種別：魔法」の武器による攻撃と同時に使用する。その効果で与えるダメージ、軽減するダメージ、回復する【FP】をすべて+【感情】する。1シナリオにLv回まで使用できる。,ﾏｼﾞｼｬﾝ
,マジシャン,ファイナルスペル,純血、攻撃、魔法,1,メジャー,【射撃】,単体,武器,罪,対象に「種別：魔法」の武器による白兵攻撃か射撃攻撃を行なう。その攻撃のDRに+[【FP】最大値-【FP】]する。解放状態の間、1シナリオに1回まで使用できる。,ﾏｼﾞｼｬﾝ
DE,マジシャン,身体強化,魔法,5,セットアップ,自動成功,単体,シーン,3,そのシーンの間、対象が行なう命中判定の達成値を+2、【行動値】とDRに+[Lv×2]する。,ﾏｼﾞｼｬﾝ
DE,マジシャン,魔術媒介,なし,1,マイナー,自動成功,自身,なし,2,あなたは即座にマイナーアクションを2回行なう。ただしこの時、「種別：魔法」のマイナーアクションを必ず一つ使用すること。また、マイナーアクションを複数回行なうアーツを使用できない。,ﾏｼﾞｼｬﾝ
DO,マジシャン,儀式魔術,なし,3,効果参照,自動成功,自身,なし,3,あなたが待機を宣言すると同時に使用する。そのラウンドの間、あなたが使用する「種別：魔法」のアーツ判定値に+2、効果に+5する。この効果はあなたが「種別：魔法」のアーツをLv回使用すると解除される。,ﾏｼﾞｼｬﾝ
DO,マジシャン,魔物召喚,魔法、攻撃,3,メジャー,【感情】,範囲,シーン,4,対象に[【感情】+(Lv×2)D6]点のダメージを与える特殊攻撃を行なう。対象は【感情】でドッジを行なう。ただし命中判定でファンブルした場合、この攻撃があなただけに命中したものとしてDRを行なう。,ﾏｼﾞｼｬﾝ
GF215,マジシャン,工房錬金術師,選択、ア,1,常時,自動成功,自身,なし,3,あなたは「魔術工房」を取得する。また、種別に「錬金」を含むアイテムを取得できる。プリプレイにあなたは財産点を2点失う。,ﾏｼﾞｼｬﾝ
GF215,マジシャン,コンバットメイジ,選択,1,常時,自動成功,自身,なし,3,あなたのマジシャンの【得意能力値】は【技術】となり、マジシャンのアーツの判定値と効果文中の【感情】を【技術】、【感情B】を【技術B】にそれぞれ変更する。あなたは《身体強化》を自身のみを対象としてしか使用できず、その効果を受けている間はドッジの達成値に+2する。,ﾏｼﾞｼｬﾝ
GF215,マジシャン,スケープゴートメソッド,なし,3,リアクション,【技術】+Lv,自身,なし,6,取得には《コンバットメイジ》が必要。あなたに行われた攻撃に対して[【技術】+Lv]でドッジを行なう。勝利した場合、攻撃側のキャラクターは攻撃後に[あなたの【技術】×2]点の【FP】を失い、束縛を受ける。1シーン1回。,ﾏｼﾞｼｬﾝ
GF215,マジシャン,次元再編(ストレンジディメンジョン),魔法,1,イニシアチブ,【感情】,範囲,シーン,5,取得には《呪文詠唱》が必要。対象に通常移動か離脱移動を行わせる。移動先はあなたが決定する。この効果を望まない対象には【感情】同士の対決に勝利する必要がある。1シーン1回。,ﾏｼﾞｼｬﾝ
GF215,マジシャン,ゆけ、我が傑作よ！,魔法、攻撃,1,メジャー,【感情】,範囲,武器,3,対象に、種別に「錬金」を含む武器による白兵攻撃か射撃攻撃を行なう。この攻撃のダメージに+【感情B】し、1点でもダメージを与えた場合、さらに狼狽を与える。,ﾏｼﾞｼｬﾝ
GF215,マジシャン,デモリッションメソッド,純血,1,イニシアチブ,【技術】,シーン,シーン,5,取得には《コンバットメイジ》が、使用には「爆発物」一つの消費が必要。対象と【技術】同士で対決し、勝利すれば狼狽を与えるか、または取得しているアイテム一つを破壊する。対象は愛か罪1点、またはドミニオンアーツの使用回数を1回分消費すれば後者の効果を打ち消せる。1シーン1回。,ﾏｼﾞｼｬﾝ
GF215,マジシャン,神速詠唱,純血,1,常時,自動成功,自身,なし,2,取得には《呪文詠唱》が必要。あなたは《呪文詠唱》を「タイミング：効果参照」として、あなたが行なう判定の直前または「種別：魔法」のアーツの使用直前に使用できる。効果はそのプロセス中有効。ただしその場合、《呪文詠唱》のコスト+1。,ﾏｼﾞｼｬﾝ
GF215,マジシャン,スペアボディ,純血、回復,1,クリンナップ,自動成功,自身,なし,7,取得及び使用には「魔術工房」が必要。あなたがかりそめの死でも特別に使用できる。あなたの【FP】を(かりそめの死ならそれを回復した上で)[【感情】×3]点回復し、BSをすべて回復する。1シナリオ1回。,ﾏｼﾞｼｬﾝ
GF216,マジシャン,ネクロマンサー,選択、ア,1,判定直後,自動成功,自身,なし,2,あなたが【社会】で行なった判定の達成値に+2。1ラウンド1回。また常に、あなたは「種別：死霊」のアイテムを取得でき、死せるもののアーツ《デッドコープス》をマジシャンのアーツとして取得できる。,ﾏｼﾞｼｬﾝ
GF216,マジシャン,憑霊術師(ダンス・マカーブル),選択、魔獣,5,常時,自動成功,自身,なし,Lv,取得時に「憑霊：〇〇」のアイテムからLv個選択し取得する。《魔獣化》と同時にそれらから一つ選択し、《魔獣化》中装備する。あなたの《魔獣化》のコストは+2される。「憑霊：〇〇」を複数持つ場合、マイナーアクションで交換可能。,ﾏｼﾞｼｬﾝ
GF216,マジシャン,死者の兵団,魔獣、ア,3,イニシアチブ,自動成功,自身,なし,2,取得には《ネクロマンサー》が必要。シーン中、以下の射撃武器を装備する。この武器は範囲を対象とし、使用のたびに人間性を2点失う。種別：武器(射撃/軍団)/命中：1/G値Lv+5/攻撃力：【社会】+5+(Lv)D6/行動値：-2/射程：シーン,ﾏｼﾞｼｬﾝ
GF216,マジシャン,ソウルアーツ,コピー,効果参照,効果参照,効果参照,効果参照,効果参照,効果参照,あなたが取得している「憑霊：〇〇」の効果にある種別を持つブラッドから、「タイミング：常時」以外のアーツ一つを選択しコピーする。コピーしたアーツはコストに+1され、その「憑霊：〇〇」を装備中のみ使用できる。,ﾏｼﾞｼｬﾝ
GF216,マジシャン,ソウルユニゾン,魔獣、魔法、攻撃,5,メジャー,効果参照,単体,武器,2,「憑霊：〇〇」を装備中のみ使用可能。対象に白兵攻撃か射撃攻撃を行なう。判定値は[装備中の「憑霊：〇〇」の効果で変更された【基本能力値】]となり、ダメージに+(Lv+1)D6する。,ﾏｼﾞｼｬﾝ
GF216,マジシャン,蘇生の外法,魔法、回復,3,メジャー,自動成功,単体,至近,4,取得には《ネクロマンサー》が必要。対象のかりそめの死を回復し【FP】を1点まで回復する。魔獣でないエキストラの対象は生前の記憶を曖昧に残した生ける死者となる。詳細はGMが決定せよ。1シーンLv回まで使用でき、対象を単体から変更できない。あなたは常に死神のルーツやアーツを持つ者の攻撃から受けるダメージが+10される。,ﾏｼﾞｼｬﾝ
GF216,マジシャン,オーヴァードソウル,純血、魔法,3,イニシアチブ,自動成功,自身,なし,Lv+4,取得には《憑霊術師》が必要。シーン中、装備中の「憑霊：〇〇」の「10として扱う」と書かれた効果を[[11+Lv]として扱う]に変更し、それらのファンブル時に発生する効果を打ち消す。,ﾏｼﾞｼｬﾝ
GF216,マジシャン,リッチフォーム,純血,3,常時,自動成功,自身,なし,7,取得には《ネクロマンサー》が必要。あなたの【FP】最大値を+[Lv×10+10]、「種別：魔界」を得て【感情】と【社会】が+2、【加護】が-4(最低1)、「種別：魔法」の武器と<死者の兵団>によるダメージに+【感情B】する。あなたは邪毒を受けず、<加護>属性のA値は常に0となる。,ﾏｼﾞｼｬﾝ
GF221,マジシャン,夢魔術師(オネイロス),選択、魔獣,1,イニシアチブ,自動成功,自身,なし,2,あなたの【感情】をそのシーン中、このアーツを使用した時点でのあなたの【社会】と同じ値に変更する。このアーツを取得した場合、あなたの【肉体】を-2(最低1)する。,ﾏｼﾞｼｬﾝ
GF221,マジシャン,法悦の魔術,選択,3,常時,自動成功,自身,なし,Lv+1,このアーツを取得した場合、あなたは「種別：魔界」を得て「種別：自動」「種別：純血」を除く夢蝕みのアーツをLv個取得する。取得に経験点は必要なく、それらには「種別：魔獣」が追加される。すでに夢蝕みのルーツを持っている場合、代わりにあなたの【感情】を+Lvする。,ﾏｼﾞｼｬﾝ
GF221,マジシャン,快美なる魔境,魔法、回復,5,効果参照,自動成功,自身,なし,2,取得には《法悦の魔術》が必要。あなたが特殊攻撃または「種別：魔法」の武器による攻撃を行なう直前に使用する。その効果に「攻撃が命中した場合、さらに放心を与え、あなたの【FP】を(Lv+1)D6点回復する」を追加する。,ﾏｼﾞｼｬﾝ
GF221,マジシャン,複合家門(デュアルスコラ),なし,5,常時,自動成功,自身,なし,2,あなたは「種別：選択」のマジシャンのアーツを、ひとりひとつまでと言う制限を無視してLv個まで追加で取得できるようになる。取得に必要な経験点は別途支払うこと。ただし、あなたは「種別：純血」のマジシャンのアーツを最大でも一つしか取得できない。既に複数「種別：純血」のマジシャンのアーツを取得している場合、選択した任意の一つ以外のアーツは以後《深奥体得》を取得するまで使用できず、一切の効果を持たない。,ﾏｼﾞｼｬﾝ
GF221,マジシャン,夢界現出,魔獣、魔法,1,マイナー,自動成功,自身,なし,2,取得には《夢魔術師》が必要。あなたは《アレナ展開》を即座に使用できる。その効果中、あなたが行なうあらゆる判定の達成値に+1し、あなたは「種別：夢」のアイテムを装備及び使用できる(即座に装備や交換が可能)。,ﾏｼﾞｼｬﾝ
GF221,マジシャン,暗き絶頂,純血、魔法,1,効果参照,自動成功,自身,なし,5,《快美なる魔境》を使用した攻撃によって、誰かの【FP】を0にした直後に使用する。あなたは1点の罪を得る。1シナリオ1回まで使用でき、このアーツの使用回数はあらゆる効果で回復できない。,ﾏｼﾞｼｬﾝ
GF221,マジシャン,深奥体得,純血,1,常時,自動成功,自身,なし,2,取得には《複合家門》が必要。あなたは「種別：純血」のマジシャンのアーツを、《複合家門》の制限を無視して、追加で一つ取得できるようになる。取得に必要な経験点は別途支払うこと。,ﾏｼﾞｼｬﾝ
GF221,マジシャン,夢幻のきらめき,純血、魔法,1,判定直後,自動成功,単体,シーン,4,《夢魔術師》の効果中のみ使用可能。対象が発生させたクリティカルをファンブルに、ファンブルをクリティカルに変更する。1シナリオ1回。,ﾏｼﾞｼｬﾝ
ロード - なんらかの集団のリーダーをあらわすルーツ。ただの人間でも優れた統率者の元に数が集まれば魔物をも圧倒できる。,,,,,,,,,,,
,ロード,エリートクラード,選択、魔獣、ア,5,効果参照,自動成功,自身,なし,0,《魔獣化》中、あなたは以下の射撃武器を装備する。この武器の命中判定は【社会】で行なう。あなたの《魔獣化》のコストは+2される。　種別：武器(射撃/軍団)　命中：+0　G値：+[Lv×2+4]　攻撃力：【社会】+(Lv×2)+1D6　行動値：0　射程：シーン,ﾛｰﾄﾞ
,ロード,王者の采配,なし,1,イニシアチブ,自動成功,単体,シーン,2,あなた以外の同意した対象は即座にメインプロセスを行なう。対象は未行動でなくてはならない。対象がそのメインプロセスに行なうあらゆる判定の達成値を+2する。メイインプロセス後、対象は行動済みとなる。1シーンに1回まで使用できる。,ﾛｰﾄﾞ
,ロード,電撃作戦,なし,1,セットアップ,自動成功,範囲,シーン,3,同意した対象は即座に通常移動か離脱移動を行なう。対象はエンゲージが封鎖されている場合は効果がない。,ﾛｰﾄﾞ
,ロード,崩壊のマニフェスト,なし,1,メジャー,【社会】,単体,シーン,6,[対象の【社会】+5]を難易度に情報収集判定を行なう。成功した場合、対象に狼狽を与え、そのシナリオ中、対象が攻撃からうけるダメージを+[あなたの【社会】]する。,ﾛｰﾄﾞ
,ロード,群れの刃,支援,3,DR直前,自動成功,単体,シーン,2,対象のDRに+[【社会Ｂ】+1D6]する。1ラウンドにLv回まで使用できる。,ﾛｰﾄﾞ
,ロード,世を動かすもの,なし,3,メジャー,自動成功,自身,なし,2,あなたは【社会】点の財産点を得る。1シナリオにLv回まで使用できる。,ﾛｰﾄﾞ
,ロード,真紅の真実,20,3,判定直後,自動成功,単体,シーン,3,あなた以外の対象が行なった判定の達成値を+2、または-2する。あなたが対象の絆を持っている場合、この効果は+4または-4となる。1シナリオにLv回まで使用できる。,ﾛｰﾄﾞ
,ロード,勝利の旗印,純血,3,判定直後,自動成功,単体,シーン,愛,あなた以外の対象が判定を行なった直後に使用する。そのダイスひとつの目を6にする。1シナリオにLv回まで使用できる。,ﾛｰﾄﾞ
DE,ロード,フィクサーズパーティ,なし,1,メジャー,自動成功,範囲,至近,4,そのシナリオの間、対象が行なうDRに+1D6する。使用時に[対象の数×2]点の財産点をあなたが消費すること。消費できない場合は使用できない。,ﾛｰﾄﾞ
DE,ロード,群れの護り,防御,3,DR直後,自動成功,範囲,シーン,4,対象の受けるダメージを-[【社会】+(Lv)D6]する。「種別：軍団」の武器を装備中のみ使用でき、1ラウンド1回。,ﾛｰﾄﾞ
DO,ロード,団結の力,魔獣,1,常時,自動成功,自身,なし,2,《エリートクラード》を装備中、あなたの【FP】とFP最大値を+[《エリートクラード》のG値×2]し、あなたは恐怖を受けない。,ﾛｰﾄﾞ
DO,ロード,湯水のごとく,なし,3,効果参照,自動成功,自身,なし,2,《群れの刃》か《群れの護り》と同時に使用する。使用時に[Lv×2]点以下の財産点を消費すること。その効果に+[消費した財産点×3]する。,ﾛｰﾄﾞ
GF234,ロード,ウォーロード,選択,5,常時,自動成功,自身,なし,3,あなたが2体以上の敵が存在するエンゲージで行なう攻撃、およびクラードまたは「種別：軍団」を装備した敵に行なう攻撃のダメージを+[Lv×3]する。あなたがロード以外のルーツを持たない場合、さらに【白兵値】に+2.,ﾛｰﾄﾞ
GF234,ロード,ストラテジスト,選択,1,常時,自動成功,自身,なし,2,あなたが自身以外を対象に使用する「種別：支援」「種別：防御」「種別：回復」のアーツの効果に+1D6する。「種別：軍団」を装備中はあなた自身も対象にできる（ただし「種別：支援」なら「種別：軍団」の武器で行なう攻撃に対してのみ有効）。,ﾛｰﾄﾞ
GF234,ロード,叛道のカタストロフ,なし,5,メジャー,【技術】,範囲,シーン,5,対象と【技術】同士で対決し、あなたが勝利すると束縛を与える。「種別：巨大」およびクラードの対象はこの対決の達成値に-3。この束縛を受けている間、対象が攻撃から受けるダメージを+[Lv×4]する。1シーン1回。,ﾛｰﾄﾞ
GF234,ロード,人ならざる軍団,魔獣,1,常時,自動成功,自身,なし,3,取得時に「種別：人間」以外の種別を持つブラッドからルーツひとつを選択する。「種別：軍団」の武器を装備中、あなたはその種別を得て、そのルーツの【得意能力値】と同じ【基本能力値】が+2される（FPは変化しない）。,ﾛｰﾄﾞ
GF234,ロード,伏兵出現,なし,1,マイナー,自動成功,効果参照,シーン,3,"そのシーン中、対象のエンゲージ一つに""伏兵""を配置する。これはあらゆるデータを持たずアクションも行えないが、あなたの味方であるかのように敵の移動を阻害し、同じエンゲージで敵が行なうリアクションの達成値を-2する。あなたはマイナーアクション使用で伏兵に通常移動か離脱移動を行わせられる。1シーン1回。",ﾛｰﾄﾞ
GF234,ロード,詭道のウォーマスター,20,1,常時,自動成功,自身,なし,4,取得には《ストラテジスト》が必要。人間性20以下の間、あなたが使用する「1ラウンドに●回まで使用できる」と言う意味を含む「種別：回復」「種別：支援」「種別：防御」のアーツすべての、1ラウンド中に使用可能な回数を+1する。,ﾛｰﾄﾞ
GF234,ロード,忠義という名の壁,20,1,DR直後,自動成功,単体,シーン,6,取得には《エリートクラード》が必要。対象に適用される最終的なダメージを半分（端数切り上げ）にする。使用後、あなたが装備中の《エリートクラード》または配置中の伏兵がそのシーン中、失われる。1シナリオ1回。,ﾛｰﾄﾞ
GF234,ロード,我に続け！,20,1,効果参照,自動成功,単体,シーン,愛,取得には《ウォーロード》が必要。あなたが攻撃によって敵の【FP】を0にした直後に使用する。自身以外の、行動済みの対象を未行動にする。このアーツの対象はあらゆる効果で変更できない。1シナリオ1回。,ﾛｰﾄﾞ
機動警察 - 警視庁機動パワードスーツ部隊をあらわすルーツ。(『ディケイド』にて追加)。,,,,,,,,,,,
DE,機動警察,モビルポリス,自動、ア,1,常時,自動成功,自身,なし,3,あなたは機動警察装備から「種別：防具」か「種別：乗り物」のアイテムを一つ選択し、常備化する。これらは《魔獣化》の仕様と同時に即座に装備と交換が可能で、《魔獣化》中のみ使用できる。機動ユニットを装備中は「種別：巨大」となる。,機動警察
DE,機動警察,緊急出動,なし,1,セットアップ,自動成功,自身,なし,2,あなたは任意の機動警察装備を即座に装備または交換する。この時、通常移動を行っても良い。1シーン1回。,機動警察
DE,機動警察,始末書,なし,1,メジャー,自動成功,自身,なし,愛,罪状をもみ消す、情報を隠匿するなど、社会的な問題一つをあなたが望む結果に解決することができる。具体的な効果はGMが決定すること。1シナリオ1回。GMは使用を却下しても良いが、その場合は使用回数に含めない。,機動警察
DE,機動警察,制圧術,攻撃,1,メジャー,【白兵】【射撃】,単体,武器,2,対象に白兵攻撃か射撃攻撃を行なう。この攻撃のダメージ属性を<社会>に変更し、1点でもダメージを与えた場合、さらに束縛を与える。,機動警察
DE,機動警察,法の盾,防御,1,効果参照,自動成功,自身,なし,2,カバーリングと同時に使用する。この時、あなたはカバーリングを行っても行動済みにならず、行動済みでもカバーリングを行える。さらに、直後のDRで、あなたが受けるダメージを-【技術B】する。機動警察装備の防具か乗り物を装備中のみ使用できる。,機動警察
DE,機動警察,ライトスタッフ,回復,3,イニシアチブ,自動成功,自身,なし,3,あなたの【FP】を[【技術】+(Lv)D6]点回復し、BS一つを回復する。1ラウンド1回。機動警察装備の防具か乗り物を装備中のみ使用できる。,機動警察
DE,機動警察,戦士の素顔,20、防御,1,DR直後,自動成功,自身,なし,5,あなたの受けるダメージを-30し、ダメージ適用後はそのシーンの間、あなたの機動警察装備全てのA値とG値を0として扱う。1シナリオ1回。「種別：防具」か「種別：乗り物」の機動警察装備を装備中のみ使用できる。,機動警察
DE,機動警察,機動鎮圧,純血、攻撃,3,メジャー,【白兵】【射撃】,範囲,シーン,6,対象に白兵攻撃か射撃攻撃を行なう。この攻撃のダメージに+【技術】し、クラードの対象に1点でもダメージを与えた場合、対象の【FP】は0となる。1シナリオLv回。機動警察装備の防具か乗り物を装備中のみ使用できる。,機動警察
DO,機動警察,覚悟の捜査,なし,1,効果参照,自動成功,単体,シーン,7,対象が【社会】による判定を行なった直後に使用する。その判定をクリティカルに変更する。1シナリオに1回まで使用でき、《始末書》を同時に使用した場合、このアーツのコストを支払わなくてよい。,機動警察
DO,機動警察,内部干渉,なし,1,メジャー,自動成功,自身,なし,1,あなたは迫害状態を受け、この迫害状態の間、あなたの任意の【基本能力値】か【戦闘能力値】ひとつを+2する。,機動警察
退魔僧 - 仏教教団に所属する、退魔の技術を修めたものたちをあらわすルーツ(『ディケイド』にて追加)。,,,,,,,,,,,
DE,退魔僧,法術,自動,1,マイナー,自動成功,自身,なし,2,そのメインプロセスの間、あなたが使用するアーツの効果を+【加護B】する。,退魔僧
