,ルーツ,アーツ名,種別,最大Lv,タイミング,判定値,対象,射程,コスト,効果,ルーツ
DE,死神,影分身,魔獣,3,マイナー,自動成功,自身,なし,3,そのメインプロセスの間、あなたが行なう攻撃の対象を[Lv+2]体に変更する。1ラウンドに1回まで使用できる。,死神
DE,死神,影渡り,なし,1,ムーブ,自動成功,単体,至近,3,あなたは対象と同調状態になる。この同調状態の間、対象が行なうドッジの達成値を-2する。対象はマイナーアクションを使用することで、この同調状態を解除できる。あなたが使用した《死の宣告》の効果を対象が受けている場合、このアーツは「射程：シーン」として使用でき、使用後にあなたは対象のエンゲージに移動する。,死神
DE,死神,虚無の穴,なし,1,セットアップ,自動成功,効果参照,シーン,2,"そのシーンの間、対象のエンゲージに”穴”を出現させる。""穴”はあなたの味方キャラクターとして扱い(敵に対しては離脱のルールが適用される)、データは持たず、アクションなどは行なえない。効果解除にはマイナーアクションを使用する。",死神
DE,死神,虚無の輝き,支援,1,DR直前,自動成功,範囲,シーン,3,対象が受けるダメージを+[【加護B】+1D6]する。あなたが出現させた”穴”と同じエンゲージに対象がいる場合、効果をさらに+2D6する。1ラウンドに1回まで使用できる。,死神
DE,死神,虚無への供物,攻撃、魔獣,5,メジャー,【加護】,シーン,シーン,4,あなたが出現させた”穴”と同じエンゲージのキャラクターのみ対象にできる。DRの代わりに、対象の【FP】を[【加護】+(Lv)D6]点失わせ、重圧を与える特殊攻撃を与える。対象は【加護】でドッジを行なう。対象がクラードの場合、【FP】を失う代わりに【FP】は0となる。,死神
DE,死神,クラインの壷,魔獣,3,効果参照,自動成功,自身,なし,2,あなたがガードを行なう際に使用する。攻撃側のキャラクターは[【加護】+(Lv)D6]点の【FP】を失う。1ラウンドにLv回まで使用できる。,死神
DE,死神,死期猶予,なし,1,効果参照,自動成功,単体,シーン,6,対象がかりそめの死になった直後に使用する。かりそめの死を回復し、【FP】を【加護】点まで回復する。ただし、そのラウンドのクリンナッププロセス終了時に、対象は【加護】点の【FP】を失う。1シナリオに1回まで使用できる。このアーツはいかなる効果でも対象を単体から変更できない。,死神
DE,死神,時空乱流,なし,3,判定直後,自動成功,単体,シーン,3,対象が行なった判定の達成値を-2する。あなたが使用した《死の宣告》効果を対象を受けている場合、この効果は-3となる。1シーンにLv回まで使用できる。,死神
DE,死神,死装束,魔獣,3,常時,自動成功,自身,なし,0,《魔獣化》の効果中、あなたに攻撃によって1点でもダメージを与えたキャラクターに邪毒(Lv+1)を与える。あなたの《魔獣化》コストは+1される。,死神
DE,死神,静かなる葬列,攻撃、魔法,5,メジャー,【加護】,単体,シーン,3,対象に[【加護】+(Lv×2)D6]点のダメージを与える特殊攻撃を行なう。対象は【加護】でドッジを行なう。対象があなたの使用した《死の宣告》の効果を受けている場合、対象が行なうドッジの達成値に-3する。,死神
DE,死神,死神の一撃,攻撃、魔獣,1,メジャー,【白兵】,単体,武器,6,対象に白兵攻撃を行なう。この攻撃に対してはガードを行なえず、ダメージをアーツの効果で軽減できない。対象がクラードの場合、即座に【FP】は0となる。1シーンに1回まで使用でき、使用後にあなたの持つ絆ひとつがエゴに変更される。変更できる絆が存在しない場合は使用できない。,死神
DE,死神,死神の目,なし,1,マイナー,自動成功,単体,シーン,2,そのシーンの間、対象のA値を-5(最低0)する。,死神
DE,死神,死の狩人,なし,5,常時,自動成功,自身,なし,2,取得時に種別からひとつ選択する。選択した種別を持つキャラクターに対して、あなたが攻撃によって与えるダメージを+[Lv×4]する。《死の狩人：魔界》のようき記述し、種別ごとに別のアーツとして取得できる。,死神
DE,死神,死の先触れ,魔獣、ア,5,常時,自動成功,自身,なし,0,《魔獣化》中、あなたは以下の射撃武器を装備する。装備中に行なう特殊攻撃のダメージに+1D6し、あなたの《魔獣化》コストは+1される。　種別：武器(射撃/軍団)命中：0　G値：[Lv×2+4]　攻撃力：【加護】+(Lv×2)+1D6　行動値：0　射程シーン,死神
DE,死神,死の宣告,なし,1,セットアップ,自動成功,単体,シーン,2,そのラウンドの間、対象が受けるダメージを+【加護B】する。,死神
DE,死神,神出鬼没,攻撃,3,メジャー,【白兵】【射撃】,単体,武器,4,あなたは通常移動か離脱移動を行ない、その後に白兵攻撃が射撃攻撃を行なう。あなたが隠密状態の場合、この攻撃のダメージに+[Lv×5]する。,死神
DE,死神,葬魂刃,魔獣、ア,5,常時,自動成功,自身,なし,0,《魔獣化》中、あなたは以下の白兵武器を装備する。あなたの《魔獣化》のコストは+1される。　種別：武器(白兵)　命中：0　G値：[Lv+2]　攻撃力：【加護】+(Lv×2+2)+2D6　行動値：0　射程：至近,死神
DE,死神,時の砂,なし,1,判定直後,自動成功,単体,シーン,2,対象が行なった判定を振り直させる。1ラウンドに1回まで使用できる。,死神
DE,死神,彼岸の刃,なし,1,ムーブ,自動成功,自身,なし,2,そのメインプロセスの間、あなたが行なうメジャーアクションを「射程：シーン」に変更する。,死神
DE,死神,病魔殺し,回復,5,メジャー,自動成功,単体,至近,2,対象の【FP】を[【加護】+(Lv+1)D6]点回復し、BSひとつを回復する。,死神
DE,死神,プロヴィデンスエッジ,魔獣,3,マイナー,自動成功,自身,なし,4,《葬魂刃》を装備中のみ使用できる。そのメインプロセスの間、あなたが行なう特殊攻撃のダメージに+10する。1シーンにLv回まで使用できる。,死神
DE,死神,ホロウエフェクト,なし,1,効果参照,自動成功,単体,シーン,愛,対象が「タイミング：メジャーアクション」以外のアーツを使用した直後に使用する。そのアーツの効果を打ち消す。アーツ自体は使用されたものとして扱う。1シナリオに1回まで使用でき、ドミニオンアーツに対しては使用できない。,死神
DE,死神,死を想え,攻撃、魔法,1,メジャー,【感情】,範囲,至近,3,対象にDRの代わりに重圧と放心を与える特殊攻撃を行なう。対象は【感情】でドッジを行なう。対象がエキストラの場合、生死に関する強い感銘やトラウマを与えられる。詳細はGMが決定すること。,死神
DE,死神,虚無戦鬼,20,1,マイナー,自動成功,自身,なし,5,そのシーンの間、あなたが行なう攻撃ダメージに+【感情】し、この効果中あなたは暴走を受ける。このアーツの効果が解除されるまで、この暴走は回復できない。,死神
DE,死神,葬刃解放,20、魔獣,1,マイナー,自動成功,自身,なし,4,取得時に以下のひとつを選択する。シーン中、あなたが《葬魂刃》で取得した武器は攻撃力に+4され、さらに選択した効果を得る。・装備中は攻撃ダメージ+【加護B】　・装備中はA値+【加護B】　・「射程：シーン」に変更　・「対象：範囲」に変更,死神
DE,死神,ヴォイドレゾナンス,純血,1,効果参照,自動成功,単体,シーン,罪,対象がドミニオンアーツ以外のアーツを使用した直後に使用する。そのアーツの効果を打ち消す。アーツ自体は使用されたものとして扱い、「タイミング：メジャーアクション」のアーツを打ち消した場合、対象はそのアーツを使用する以外の行動を選択し直せる。1シナリオに1回まで使用できる。,死神
DE,死神,永劫の使徒,純血,1,マイナー,自動成功,自身,なし,3,あなたは即座にマイナーアクションを2回行なう。この時、マイナーアクションを複数回行なうようなアーツやアイテムは使用できない。,死神
DO,死神,それがお前の未練か,なし,1,イニシアチブ,自動成功,単体,シーン,4,同意した対象は、自身の持つ、まだ罪を獲得していないエゴひとつを選択する。以降そのエゴから獲得した罪は、達成値増大に使用した場合達成値にさらに1D6、ダメージ増強に使用した場合ダメージにさらに+3D6される。ただし、そのエゴはシナリオ中絆に戻すことができない。1シナリオ1回まで使用可能。,死神
DO,死神,汝、命の有限なるを知れ,なし,3,メジャー,【加護】,単体,シーン,7,対象の【加護】と対決し、あなたが勝利した場合、そのシーン中対象のFP最大値を-[Lv×10]する(最低1、これにより【FP】が最大値より大きくなった場合は同時に減少する)。1シーンに1回まで使用でき、「種別：人間」を持つ対象は、この対決における達成値が-3される。,死神
DO,死神,汝、永劫の渇きに堕ちよ,なし,3,メジャー,【加護】,単体,シーン,7,対象の【肉体】と対決し、あなたが勝利した場合、そのシーン中対象が「種別：回復」のアーツまたはアイテムの効果で回復する【FP】を-[Lv×5](最低1)する。1シーンに1回まで使用でき、「種別：吸血」を持つ対象は、この対決における達成値が-3される。,死神
DO,死神,汝、衰えからは逃れられぬ,なし,3,メジャー,【加護】,単体,シーン,7,対象の【肉体】と対決し、あなたが勝利した場合、そのシーン中対象は白兵攻撃を行なうたびに【FP】を(Lv+1)D6点失う。1シーンに1回まで使用でき、「種別：亜人」を持つ対象は、この対決における達成値が-3される。,死神
DO,死神,汝、虚空の深淵へと還れ,なし,3,メジャー,【加護】,単体,シーン,7,対象の【社会】と対決し、あなたが勝利した場合、そのシーン中対象はックリンナッププロセスごとに【FP】を[Lv×2]D6点失う。1シーンに1回まで使用でき、「種別：来訪」を持つ対象は、この対決における達成値が-3される。,死神
DO,死神,汝、孤独の檻に滅びよ,なし,3,メジャー,【加護】,単体,シーン,7,対象の【加護】と対決し、あなたが勝利した場合、そのシーン中対象は特殊攻撃を行なうたびに【FP】を(Lv+1)D6点失う。1シーンに1回まで使用でき、「種別：神聖」を持つ対象は、この対決における達成値が-3される。,死神
DO,死神,汝、生の証もいずれ消えゆく,なし,3,メジャー,【加護】,単体,シーン,7,対象の【社会】と対決し、あなたが勝利した場合、そのシーン中対象は移動を行なうたびに【FP】を(Lv+1)D6点失う。1シーンに1回まで使用でき、「種別：概念」を持つ対象は、この対決における達成値が-3される。,死神
DO,死神,汝、不毛の荒野に朽ちよ,なし,3,メジャー,【加護】,単体,シーン,7,対象の【技術】と対決し、あなたが勝利した場合、そのシーン中対象のあらゆるA値とG値を-[Lv×3](最低0)する。1シーンに1回まで使用でき、「種別：機械」を持つ対象は、この対決における達成値が-3される。,死神
DO,死神,汝、無明の闇に惑え,なし,3,メジャー,【加護】,単体,シーン,7,対象の【感情】と対決し、あなたが勝利した場合、そのシーン中対象は射撃攻撃を行なうたびに【FP】を(Lv+1)D6点失う。1シーンに1回まで使用でき、「種別：魔界」を持つ対象は、この対決における達成値が-3される。,死神
DO,死神,汝、寄る辺なき静寂に滅せよ,なし,3,メジャー,【加護】,単体,シーン,7,対象の【感情】と対決し、あなたが勝利した場合、そのシーン中対象は「種別：魔法」のアーツまたはアイテムを使用するたびに【FP】を(Lv)D6点失う。。1シーンに1回まで使用でき、「種別：精霊」を持つ対象は、この対決における達成値が-3される。,死神
DO,死神,歪曲の狭間,なし,3,効果参照,自動成功,単体,シーン,4,《虚無の穴》の効果中のみ使用でき、対象が攻撃を行なう直前に使用する。対象はその攻撃の対象に、あなたが出現させた”穴”と同じエンゲージにいるキャラクターLv体までを追加で選んで含めてもよい(射程は無視できる)。1ラウンドに1回まで使用できる。,死神
DO,死神,世に永久に生きる者なし,20,1,セットアップ,自動成功,自身,なし,8,あなたは死神のアーツ《汝、●●》ひとつを即座に使用できる。また、そのアーツを「対象：シーン」「射程：シーン」に変更する。1シナリオに1回まで使用できる。,死神
DO,死神,ふりむけば死,0,1,メジャー,自動成功,単体,シーン,罪,[恐怖：あなた]か《汝、●●》の効果を受けている対象の【FP】を0にする。対象は罪か愛1点、またはドミニオンアーツ(災厄級は除く)の使用回数を1回分消費すればこの効果を受けない。1シナリオに1回まで使用でき、対象は単体から変更できない。,死神
DO,死神,わが名は”死”なり,純血,3,効果参照,自動成功,自身,なし,4,死神のアーツを使用する直前に使用する。その対象となったキャラクターに[恐怖：あなた]を与える。1シーンにLv回まで使用できる。,死神
AD,死神,ヴォイドゲート,なし,3,イニシアチブ,自動成功,自身,なし,3,あなたは《虚無の穴》を即座に使用する。1ラウンドに1回、1シーンにLv回まで使用できる。,死神
AD,死神,虚空の渦動,なし,3,判定直後,自動成功,単体,シーン,2,対象が行なった命中判定またはドッジの達成値を+3する。対象が、あなたが出現させた”穴”と同じエンゲージにいる時のみ使用でき、1ラウンドにLv回まで使用できる。,死神
AD,死神,葬刃異聞,ア,5,常時,自動成功,自身,なし,2,プリプレイであなたが取得している武器か乗り物ひとつを選択する。そのダメージの基準と属性を【加護】に変更、攻撃力に+[Lv×2]し、葬魂刃として扱う(《葬刃解放》などの効果を受けられる)。これは《魔獣化》中のみ使用でき、《魔獣化》と同時に装備される。,死神
AD,死神,ノワールコフィン,20、攻撃、魔法,5,メジャー,【感情】,範囲,シーン,9,対象に[(【感情】×2)+(Lv×2)D6]点のダメージを与える特殊攻撃を行なう。対象は【感情】でドッジを行なう。1シーンに1回まで使用でき、【感情】が12以上なければ、待機したラウンド中にしか使用できない。,死神
AD,死神,仮死天昇,純血、魔獣、攻撃,3,メジャー,【白兵】【射撃】,単体,武器,罪,《葬刃解放》の効果中、対象に葬魂刃による攻撃を行なう。この攻撃ダメージに+[30-あなたの人間性](最大でLv×20+20)する。攻撃後、あなたはシナリオ中死神アーツを使用できず、その効果を受けられない。,死神
虚銃使い - 虚無が生み出した、エゴと世界とを喰らうありえざる銃の使い手。なお、兇弾と罪弾は一回の攻撃に両方を使用する事は出来ず、一度にひとつしか使用できない。,,,,,,,,,,,
GF232,虚銃使い,虚銃(うつろなるじゅう)-Void Barrel-,自動、魔獣、ア,5,常時,自動成功,自身,なし,3,《魔獣化》中、あなたは以下のデータを持つ虚銃を装備する。種別：武器(射撃) 命中：0 攻撃力：下記参照 ガード値：0 行動値：0 射程：シーン 購入：-/-　この武器の攻撃力は[もっとも高い【基本能力値】+(LV+1)D6]、属性のないダメージとなり、使用の度に人間性を1点失う。,虚銃使い
GF232,虚銃使い,餓光(かつえしひかり)-Greed Ray-,魔獣,3,リアクション,【射撃値】,自身,なし,3,あなたはドッジを【射撃値】で行なう。ドッジに成功した場合、攻撃側のキャラクターは【FP】を[あなたのドッジの達成値ー攻撃の命中判定の達成値](《双銃-Type Dual-》を取得しているなら最低7)失う。1ラウンドLV回使用可能。,虚銃使い
GF232,虚銃使い,空門(くうなるもん)-Break Gate-,魔獣,3,イニシアチブ,自動成功,自身,なし,2,虚銃を装備中のみ使用可能。あなたは通常移動か離脱移動を行い、そのラウンド中に行なう判定とドッジの達成値に+1する。1ラウンドLV回まで使用でき、効果は重複する。,虚銃使い
GF232,虚銃使い,白闇(しろきやみ)-White Vanish-,魔獣,1,効果参照,自動成功,自身,なし,4,あなたが虚銃による攻撃を行なった直後に使用する。その攻撃の対象となったエンゲージひとつにそのシーン中”白き闇”を発生させる。白き闇と同じエンゲージにいる者は、ラウンド終了時ごとに【FP】を[あなたのもっとも高い【基本能力値】+1D6]点失う。,虚銃使い
GF232,虚銃使い,殲舞(せんめつのまい)-Ruin Dance-,魔獣,1,マイナー,自動成功,自身,なし,2,そのメインプロセス中、あなたが虚銃で行なう射撃攻撃の対象を範囲に変更する。この攻撃に対するリアクションのファンブル値は+1される。,虚銃使い
GF232,虚銃使い,魂裂(たましいさくもの)-Soul Rend-,魔獣,3,マイナー,自動成功,自身,なし,4,そのメインプロセス中あなたが虚銃で行なう射撃攻撃のダメージに+[あなたの命中判定の達成値ー対象のリアクションの達成値](《遠雷-Type Long-》を取得しているなら最低7)する。1シーンLV回まで使用でき、その攻撃の対象は単体から変更できない。,虚銃使い
GF232,虚銃使い,罪弾(たまのなはつみ)-Sin Bullet-,ア,1,常時,自動成功,自身,なし,0,あなたは罪を得る度に罪弾(使い捨てのアイテム)を１つを得る。虚銃による攻撃を行なう直前に罪弾をひとつ消費することで、人間性を2点失うとともにその攻撃のダメージに+2D6し、攻撃対象のガード値を0として扱う。残った罪弾はアフタープレイで消滅する。,虚銃使い
GF232,虚銃使い,貫閃(つらぬくいっせん)-Pile Line-,魔獣、攻撃,3,メジャー,自動成功,効果参照,効果参照,3,あなたのいるエンゲージおよび、シーン内のエンゲージひとつに存在するキャラクターからそれぞれ最大LV体までを対象とする。対象に虚銃による射撃攻撃を行なう。,虚銃使い
GF232,虚銃使い,遠雷(とおきいかずち)-Type Long-,魔獣,5,常時,自動成功,自身,なし,2,あなたが装備する虚銃を「射程：遠隔」に変更し、命中判定のクリティカル値を‐1、クリティカル時のダメージを+[LV*4]する。名称に「Type」を含む他のアーツと同時に取得できない。,虚銃使い
GF232,虚銃使い,双銃(ふたごのじゅう)-Type Dual-,魔獣,1,常時,自動成功,自身,なし,2,虚銃を装備中、同一エンゲージのみに虚銃で行なう攻撃の命中判定と、同一エンゲージから行われる攻撃に対するリアクションの達成値に+2する。名称に「Type」を含む他のアーツと同時に取得できない。,虚銃使い
GF232,虚銃使い,砲吼(ほえたけるつつ)-Gun Howl-,魔獣,1,メジャー,【射撃値】,単体,武器,3,対象に虚銃による射撃攻撃を行なう。この攻撃のダメージに+[あなたの変異段階*5]する。NPCが使用する場合はGMが段階を任意に指定せよ。,虚銃使い
GF232,虚銃使い,兇弾(まがきじゅうだん)-Pain Bullet-,ア,5,常時,自動成功,自身,なし,LV*2,あなたは兇弾(使い捨てのアイテム)を[LV*3]個、常備化する。プリプレイでそれぞれの兇弾に任意のバッドステータス(翻弄か恐怖なら対象はあなた、邪毒なら3)を指定せよ。虚銃による攻撃を行なう直前にひとつ消費することで、そのダメージに+1D6し、命中した対象に指定したバッドステータスを与える。,虚銃使い
GF232,虚銃使い,貪闇(むさぼるやみ)-White Panish-,魔獣,5,イニシアチブ,自動成功,LV体,シーン,3,あなたが発生させた”白き闇”と同じエンゲージにいる対象に重圧と放心を与える。それがクラードの場合、代わりに【FP】を0にする。1ラウンドに1回まで使用できる。,虚銃使い
GF232,虚銃使い,銃僕(じゅうのしもべ)-Gun Slave-,20,1,イニシアチブ,自動成功,自身,なし,罪,使用には罪弾が1つ以上必要。あなたは即座にメインプロセスを行なう。ただし、必ず罪弾を使用した攻撃を行なうこと。1シナリオに1回まで使用できる。,虚銃使い
GF232,虚銃使い,白滅(しろきほろび)-The Doom-,20,1,判定直後,自動成功,単体,シーン,5,あなたが発生させた”白き闇”と同じエンゲージにいる対象が判定を行なった直後に使用する。その達成値を‐10する。1シーンに1回まで使用できる。,虚銃使い
GF232,虚銃使い,吞界(せかいをのむ)-World Ender-,純血、魔獣,1,効果参照,自動成功,単体,シーン,罪,虚銃を装備中、対象がドミニオンアーツを使用した直後に使用する。その効果を打ち消す。ただし、あなたは[対象のもっとも高い【基本能力値】]分のFPを失う。1シナリオに1回使用可能。,虚銃使い
GF232,虚銃使い,喰我(われをくらう)-Ego Eater-,純血、魔獣,1,DR直後,自動成功,自身,なし,0,使用時に20点以下の任意の人間性を失う。あなたが虚銃で行なった攻撃のダメージを+[この効果で失った人間性*2]する。人間性が0以下(失う前の時点で)なら、効果は+[失った人間性*3]に変更される。,虚銃使い
