,ルーツ,アーツ名,種別,最大Lv,タイミング,判定値,対象,射程,コスト,効果,ルーツ
宇宙人 - 寄生体、執行者、増殖体以外の来訪者たちをあらわすルーツ(『ディケイド』にて追加)。,,,,,,,,,,,
DE,宇宙人,異星の常識,選択,1,常時,自動成功,自身,なし,3,あなたの【基本能力値】からひとつ選択し、+2する。あなたがプリプレイに得られる財産点は0となる。,宇宙人
DE,宇宙人,宇宙的生態,選択,1,常時,自動成功,自身,なし,3,あなたの【戦闘能力値】からひとつ選択し、+2(【行動値】なら+5)する。あなたがファンブルを発生させた場合、あなたは即座に放心を受ける。,宇宙人
DE,宇宙人,不条理肉体,選択,3,常時,自動成功,自身,なし,3,あなたの【FP】最大値を+[Lv×10]する。あなたのあらゆる判定のファンブル値は+1される。,宇宙人
DE,宇宙人,環境変換,なし,1,効果参照,自動成功,自身,なし,3,「種別：攻撃」「種別：回復」「種別：防御」のアーツと同時に使用する。そのアーツの効果を+【技術Ｂ】する。,宇宙人
DE,宇宙人,空白の時間,なし,5,セットアップ,【技術】+Lv,効果参照,シーン,4,シーン内の敵全員と【技術】同士で対決を行ない、すべての対象に勝利した場合、あなたは隠密状態となる。対象がエキストラの場合、あなたに関する対象の記憶を任意に改変できる。,宇宙人
DE,宇宙人,未確認飛行物体,ア,1,常時,自動成功,自身,なし,2,以下のデータを持つ乗り物を得る。装備中は飛行状態となり、この乗り物による攻撃は射撃攻撃となる。　種別：乗り物　命中：0　攻撃力：(【技術】+4)+2D6　G値：6　行動値：12●　射程：シーン　購入：-/-,宇宙人
DE,宇宙人,ロズウェルショック,20、攻撃、魔獣,1,メジャー,【技術】,シーン,シーン,8,対象に【社会】+4D6点ダメージを与える特殊攻撃を行なう。対象は【社会】でドッジを行なう。1点でもダメージを与えた場合、さらに狼狽を与える。1シナリオに1回まで使用でき、隠密状態では使用できない。,宇宙人
DE,宇宙人,超宇宙霊長(ギャラクシーボイジャー),純血,1,常時,自動成功,自身,なし,4,あなたが取得している《異界の常識》と《宇宙的生態》による能力値への修正をさらに+2し、《不条理肉体》による【FP】最大値への修正をさらに+15する。,宇宙人
DO,宇宙人,宇宙超兵器,ア,1,常時,自動成功,自身,なし,2,あなたは《コスモガジェット》を「タイミング：セットアッププロセス」としても使用でき、種族に特定のブラッドやルーツが必要なアイテムも取得できる。,宇宙人
DO,宇宙人,宇宙兵団,魔獣、ア,5,常時,自動成功,自身,なし,0,《魔獣化》中、あなたは以下の射撃武器を装備する。装備中【技術】属性ダメージに+1D6し、あなたの《魔獣化》コストは+1される。　種別：武器(射撃/軍団)　命中：0　G値：Lv+4　攻撃力：【技術】+(Lv×2)+1D6　行動値：0　射程：シーン,宇宙人
DO,宇宙人,拠点基地,ア,1,効果参照,自動成功,効果参照,なし,3,舞台裏の処理で使用する。あなたと同意するキャラクターすべての【FP】を完全に回復する。1シナリオに1回まで使用できる。,宇宙人
DO,宇宙人,未知との遭遇,魔獣、攻撃,1,メジャー,【白兵】【射撃】,単体,武器,3,対象に白兵攻撃か射撃攻撃を行なう。この攻撃のダメージに+【技術B】し、1点でもダメージを与えた場合、さらに束縛を与える。隠密状態で使用した場合、命中判定の達成値に+2する。,宇宙人
DO,宇宙人,宇宙の旅,0,1,マイナー,自動成功,シーン,シーン,愛,そのシナリオの間、あなたが取得している「種別：選択」の宇宙人のアーツの効果すべてを、同意した対象にも与える。能力値からひとつ選択するような効果は、対象がそれぞれ選択すること。1シナリオに1回まで使用できる。,宇宙人
スライム - 吸収し増殖する粘塊。その知性は謎とされている。(『アドヴェント』にて追加)。,,,,,,,,,,,
AD,スライム,生ける粘体,自動、魔獣,5,常時,自動成功,自身,なし,0,《魔獣化》中、あなたが受ける【肉体】と【技術】属性のダメージを-[Lv×2+3]、素手のG値を+[Lv×2]し、あなたは「種別：魔法」「種別：軍団」の射撃武器と素手以外の武器を装備できない。装備していた場合は所持品となる。あなたの《魔獣化》コストは+2される。,ｽﾗｲﾑ
AD,スライム,死の粘液,魔獣,3,常時,自動成功,自身,なし,3,《生ける粘体》の効果中、あなたの素手による攻撃で1点でもダメージを受けた者は、【FP】を[あなたの【肉体】]点失い、邪毒(Lv+2)を受ける。また、あなたと同調状態になっている者は、常に邪毒(Lv+2)を受ける。同調状態の間はこの邪毒を回復できない。,ｽﾗｲﾑ
AD,スライム,スライミーバインド,魔獣、攻撃,3,メジャー,【白兵】,単体,至近,4,対象に素手による白兵攻撃を行なう。この攻撃が命中した場合、対象はあなたと同調状態になり、同調状態の間に対象が行なうあらゆる判定の達成値を-2する。対象はムーブアクションを消費して【FP】を[Lv×5+5]点失うことでのみこの同調状態を解除できる。,ｽﾗｲﾑ
AD,スライム,メタモルハイド,魔獣,3,マイナー,自動成功,自身,なし,3,あなたは隠密状態となる。敵とエンゲージしていても隠密状態になれる。この隠密状態の間、あなたが行なう白兵攻撃の命中判定に+[Lv+1]する。,ｽﾗｲﾑ
AD,スライム,流体移動,魔獣,1,イニシアチブ,自動成功,自身,なし,5,あなたは即座に通常移動か離脱移動を行ない、そのラウンドの間、あなたは白兵攻撃と射撃攻撃に対するドッジを【肉体】で行なえる。《生ける粘体》の効果中、1ラウンドに1回まで使用できる。,ｽﾗｲﾑ
AD,スライム,消化吸収,20、魔獣,5,クリンナップ,自動成功,単体,至近,6,あなたと同調状態のキャラクターのみ対象にできる。対象は[あなたの【肉体】×2+(Lv+1)D6]点の【FP】を失い、あなたは同点の【FP】を回復する。,ｽﾗｲﾑ
AD,スライム,スライムフラッド,0、魔獣、攻撃,5,メジャー,【肉体】,シーン,シーン,罪,対象に素手による白兵攻撃を行なう。この攻撃のダメージに+【肉体】し、この攻撃が命中した対象は即座に狼狽を受ける。1シナリオに1回まで使用できる。,ｽﾗｲﾑ
AD,スライム,ブレイクスローボディ,純血,1,効果参照,自動成功,自身,なし,9,あなたにダメージが適用された直後に使用する。そのダメージを半分(端数切捨て)にする。属性が【肉体】か【技術】の場合は、そのダメージを0にする。《生ける粘体》効果中、1シーンに1回まで使用できる。,ｽﾗｲﾑ
クライシス星人 - 母星を失った宇宙戦闘民族。極めたその力は惑星の破壊も可能と言われる。(『アドヴェント』にて追加)。,,,,,,,,,,,
AD,クライシス星人,宇宙戦闘民族,自動、魔獣,5,常時,自動成功,自身,なし,0,《魔獣化》中、あなたは飛行状態となり、素手の攻撃力を[【肉体】+(Lv×2+2)+1D6]、G値を+[Lv+2]に変更する。あなたの《魔獣化》のコストは+2され、常にあなたの【肉体】を+1、【社会】を-1(最低1)する。,ｸﾗｲｼｽ星人
AD,クライシス星人,オーラアーマー,魔獣,1,常時,自動成功,自身,なし,3,《魔獣化》中、あなたの【肉体】【技術】属性のA値を+【肉体B】する。あなたが素手と名称に「気弾」を含む武器以外の武器を装備していないなら、さらに素手の攻撃力を+【肉体B】し、ダメージ属性を【感情】に変更する。これらは「種別：乗り物」を装備中が効果がない。,ｸﾗｲｼｽ星人
AD,クライシス星人,オーラウェーブ,なし,3,常時,自動成功,自身,なし,1,あなたは名称に「気弾」を含む武器を「命中：0」「行動：-1」として装備でき、マイナーアクションと人間性3点消費でそのメインプロセス中、その武器による攻撃を「対象：範囲」または「対象：[Lv+1]」体に変更できる。,ｸﾗｲｼｽ星人
AD,クライシス星人,オーラチャージ,魔獣,3,効果参照,自動成功,自身,なし,2,あなたが待機を宣言すると同時に使用する。そのラウンド中、あなたが素手または名称に「気弾」を含む武器によっておこなう攻撃の命中判定に+[Lv+1]、ダメージを+[Lv+1]D6する。「種別：乗り物」を装備中は効果がない。,ｸﾗｲｼｽ星人
AD,クライシス星人,メテオスマッシュ,魔獣、攻撃,1,メジャー,【白兵】,単体,至近,3,対象に素手による白兵攻撃を行なう。この攻撃のダメージに+2D6し、1点でもダメージを与えた場合、対象に離脱移動を行なわせる。移動先はあなたが決定する。,ｸﾗｲｼｽ星人
AD,クライシス星人,メテオハンマー,魔獣,5,効果参照,自動成功,単体,遠隔,4,あなたが使用した《メテオスマッシュ》の効果で対象が離脱移動を行なった直後に使用する。あなたは対象と同じエンゲージに即座に移動し、対象は[あなたの【肉体】+(Lv)D6]点の【FP】を失い、狼狽を受ける。1ラウンドに1回まで使用できる。,ｸﾗｲｼｽ星人
AD,クライシス星人,超戦闘形態,20、魔獣,3,マイナー,自動成功,自身,なし,3,そのシーン中、あなたが行なう攻撃のダメージを+【肉体B】する。この効果はLv回まで重複し、「タイミング：ムーブアクション」「タイミング：解放状態」としても使用可能。,ｸﾗｲｼｽ星人
AD,クライシス星人,純粋なる真の戦士,純血,3,常時,自動成功,自身,なし,Lv+3,あなたの【肉体】に+[Lv+2]し、《超戦闘形態》の効果に+1D6(3回分重複すれば計+3D6)する。あなたの《超戦闘形態》は「種別：40、魔獣」となる。,ｸﾗｲｼｽ星人
宇宙海賊,,,,,,,,,,,
GF222,宇宙海賊,スペースパイレーツ,自動、魔獣,1,常時,自動成功,自身,なし,0,《魔獣化》中、あなたの【行動値】を+【技術B】し、あなたは移動を阻害するようなBSを受けていても通常通りに移動が行える。あなたの《魔獣化》のコストは+1される。,宇宙海賊
GF222,宇宙海賊,一切合切いただきだ,なし,1,効果参照,自動成功,自身,なし,3,あなたが参加した戦闘の終了時に使用する。あなたは1D6点の財産点を得て、そのシナリオ中に行なう攻撃のダメージが+1D6される。,宇宙海賊
GF222,宇宙海賊,お頭のひと声,支援,3,判定直後,自動成功,単体,シーン,2,あなた以外の対象が行なった判定の達成値を+2する。それが命中判定なら、さらにその攻撃のダメージに+[あなたの【技術】]する。1ラウンドLv回。,宇宙海賊
GF222,宇宙海賊,海賊式でいくぜ！,魔獣,1,マイナー,自動成功,自身,なし,2,あなたがメインプロセス中に行なう攻撃を「対象：範囲」に変更し、クラードの対象に与えるダメージを+5する。,宇宙海賊
GF222,宇宙海賊,銀河の賞金首,魔獣,3,イニシアチブ,自動成功,範囲,シーン,3,取得時に「恐怖：あなた」か「翻弄：あなた」のいずれかを選択する。対象に選択したBSを与える。1ラウンド1回、1シーンLv回。,宇宙海賊
GF222,宇宙海賊,ボーディングアサルト,魔獣、攻撃,3,メジャー,【白兵】,単体,至近,4,あなたが移動したメインプロセスにのみ使用可能。命中判定に+[Lv+1]、ダメージに+【肉体】して白兵攻撃を行なう。乗り物を装備中にこの攻撃で1点でもダメージを与えた場合、さらに狼狽を与える。,宇宙海賊
GF222,宇宙海賊,捨て身の海賊戦法,20、魔獣,3,イニシアチブ,自動成功,範囲,至近,6,使用には名称に「船」を含む宇宙海賊装備の取得が必要(装備している必要はない)。あなたと対象の【FP】を[【技術】+(Lv×2)D6]点失わせ、そのラウンド中対象が行なう判定の達成値に-3。1シナリオ1回。,宇宙海賊
GF222,宇宙海賊,大いなるお宝,純血、魔獣,1,効果参照,自動成功,自身,なし,愛,罪の効果と同時に使用する。それによって増加するダメージと回復する【FP】に+5D6、増加する達成値に+2D6する。1シナリオ1回。,宇宙海賊
綺士(リッター),,,,,,,,,,,
GF226,綺士,天翔ける綺士,選択,5,常時,自動成功,自身,なし,3,あなたの【FP】最大値を+[Lv×5+10]する。あなたが綺士以外のルーツを持たない場合、キャラクター作成時に常備化経験点の合計が[本来の値+10]点までのアイテムを取得できる。,綺士
GF226,綺士,異能綺士(サイコリッター),魔獣,1,効果参照,自動成功,自身,なし,2,あなたが攻撃を行なう直前に使用。そのダメージを感情属性に変更し、1点でもダメ―ジを与えた場合さらに放心を与える。その命中判定でファンブルした場合、2D6点の【FP】を失う。,綺士
GF226,綺士,ソニッククルセイド,魔獣,1,ムーブ,自動成功,自身,なし,3,あなたは飛行状態で通常移動か離脱移動を行い、このメインプロセスにあなたが行なう白兵攻撃のダメージに+【肉体B】する。,綺士
