,ルーツ,アーツ名,種別,最大Lv,タイミング,判定値,対象,射程,コスト,効果,ルーツ
,デーモン,魂の契約書,なし,1,判定直後,自動成功,単体,シーン,2,あなた以外の同意した対象が判定を行なった直後に使用する。その判定の達成値を+3し、対象は人間性を1D6点失う。あなたが《誘惑者》を取得している場合、達成値への修正は+4となる。1シーン1回まで使用できる。,ﾃﾞｰﾓﾝ
,デーモン,破滅の先触れ,支援,3,メジャー,自動成功,単体,シーン,3,対象が次に受けるダメージを+[【感情】+(Lv×3)]する。この効果はシーンが終了するか、1回でも適用されると解除される。,ﾃﾞｰﾓﾝ
,デーモン,不幸者,攻撃、魔法,3,メジャー,【社会】,範囲,シーン,3,対象に[【社会】+(Lv)D6]のダメージを与える特殊攻撃を行なう。対象は【社会】でドッジを行なう。1点でもダメージを与えた場合、さらに放心を与える。,ﾃﾞｰﾓﾝ
,デーモン,不和の芽,なし,1,セットアップ,自動成功,単体,シーン,3,対象は即座に暴走を受ける。対象の【社会】が[あなたの【社会】]以下でなければ効果がない。あなたが《不幸者》を取得している場合、あなたの【社会】を+2して効果を計算する。,ﾃﾞｰﾓﾝ
,デーモン,闇の尖兵,ア,1,マイナー,自動成功,自身,なし,2,そのシーンの間、あなたは以下の射撃武器を装備する。この武器による攻撃の直前に人間性を3点失うことで、「対象：範囲」に変更できる。種別：武器(射撃/軍団)　命中：+0　G値：+4　攻撃力：【感情】+2+1D6　行動値：-2　射程：シーン,ﾃﾞｰﾓﾝ
,デーモン,誘惑者,なし,1,判定直前,自動成功,単体,シーン,2,あなた以外の対象が何らかの判定を行なう直前に使用する。対象はその判定を【社会】で行わなくてはならない。1ラウンドに1回まで使用できる。,ﾃﾞｰﾓﾝ
,デーモン,運命歪曲,20,1,判定直後,自動成功,単体,シーン,3,その判定で振られたダイスのうち、あなたが選択した任意のひとつを振り直させる。1シナリオに3回まで使用できる。,ﾃﾞｰﾓﾝ
,デーモン,真なる魔,純血,1,解放状態,自動成功,自身,なし,罪,あなたが解放状態になった直後に使用する。そのシーンの間、あなたがデーモンのアーツを使用する際、すべての【基本能力値】が本来より5点高いものとしてその「効果：」を算出する。,ﾃﾞｰﾓﾝ
DO,デーモン,希望と絶望の契約,なし,1,メジャー,自動成功,単体,シーン,5,対象の望む願いをひとつ叶える。ただし、代償として対象に何らかの不幸が訪れる。具体的に何が起こるかはGMが決定する。願いや不幸はデータ的な効果を持たず、ダメージやBSは与えられない。1シナリオに1回まで使用でき、対象が同意しなかった場合使用回数は減少しない。,ﾃﾞｰﾓﾝ
DO,デーモン,罪の悦楽,回復,1,効果参照,自動成功,自身,なし,2,あなたが罪を獲得した直後に使用する。あなたの【FP】を10点回復し、そのシナリオの間、【感情】を+1する(【FP】は変化しない)。1シーンに1回まで使用でき、複数回使用した場合、この効果は3回まで重複する。,ﾃﾞｰﾓﾝ
DO,デーモン,不協和音,支援,3,DR直前,自動成功,単体,シーン,3,対象が行なうDRで1点でもダメージを与えた場合、さらに暴走を与える。《誘惑者》を取得している場合、さらにそのダメージに+【社会B】する。1ラウンドにLv回まで使用できる。,ﾃﾞｰﾓﾝ
DO,デーモン,不幸の連鎖,なし,5,効果参照,自動成功,単体,シーン,3,対象が何らかのBSを受けた直後に使用する。対象は即座に5点の【FP】を失う。1ラウンドにLv回まで使用でき、《不幸者》を取得している場合、この効果を受けたクラードの【FP】は即座に0となる。,ﾃﾞｰﾓﾝ
DO,デーモン,マクスウェルの悪魔,魔獣、支援、防御,3,DR直前,自動成功,単体,シーン,4,対象が行なうDRに+【感情】、あるいは-【感情】する。1シナリオにLv回まで使用でき、《災厄者》を取得している場合、「タイミング：DR直後」としても使用できる。,ﾃﾞｰﾓﾝ
DO,デーモン,魔爪乱撃,魔獣、攻撃,1,メジャー,【白兵】,単体,至近,3,対象に白兵攻撃を行なう。このダメージに+[あなたの素手ひとつのG値+2]する。《殺戮者》を取得している場合、この効果は+「素手ひとつのG値×2]に変更される。,ﾃﾞｰﾓﾝ
DO,デーモン,略奪せし者,魔獣,3,効果参照,自動成功,自身,なし,6,あなたがドッジにクリティカルで成功した直後に使用する。その攻撃の終了後、あなたは即座にメジャーアクションを1回行なう。1シナリオにLv回まで使用でき、《簒奪者》を取得している場合、そのメジャーアクションで行なう攻撃ダメージに+5する。,ﾃﾞｰﾓﾝ
DO,デーモン,死に至る病,純血,1,判定直後,自動成功,単体,シーン,罪,対象が行なった判定をファンブルに変更する。1シナリオに1回まで使用でき、その判定がクリティカルであったり、クリティカルに変更する効果が適用された場合は、クリティカルを打ち消し、ファンブルではなく、通常の出目として扱う。,ﾃﾞｰﾓﾝ
地獄の道化師 - あらゆる存在を嘲笑するトリックスターなデーモンをあらわすルーツ。,,,,,,,,,,,
,地獄の道化師,道化の嘲笑,自動,1,判定直前,自動成功,自身,なし,2,あなたはあらゆる判定を[エゴの数+8]を判定値で行える。この判定に失敗、あるいは敗北したばあい、あなたは【FP】を6点失う。,地獄の道化師
,地獄の道化師,キリングジョーク,攻撃,5,メジャー,【技術】,範囲,シーン,3,対象に[【技術】+(Lv)D6]点のダメージを与える特殊攻撃を行なう。対象は【技術】でドッジを行なう。1点でもダメージを与えた場合、さらに狼狽を与える。,地獄の道化師
,地獄の道化師,ハーメルンの笛,魔法,5,セットアップ,自動成功,単体,シーン,4,対象は即座にあなたのエンゲージに移動し、放心を受ける。対象の【感情】が[あなたの【技術】+Lv]以下でなければ効果がなく、対象のエンゲージが封鎖されている場合は効果がない。1シーンに1回まで使用できる。,地獄の道化師
,地獄の道化師,抱腹絶叫,攻撃,5,メジャー,【技術】+Lv,シーン,シーン,5,対象に、DRの代わりに重圧と[翻弄：あなた]をあたえる特殊攻撃を行なう。対象は【社会】でドッジを行なう。対象すべてがリアクションに成功した場合、あなたは【FP】を10点失う。,地獄の道化師
,地獄の道化師,ジョーカードリーム,純血,1,判定直後,自動成功,単体,シーン,愛,対象が行なった判定のダイスのうち、あなたが選択したひとつを1にできる。,地獄の道化師
DE,地獄の道化師,今のはジョーク,なし,1,判定直後,自動成功,自身,なし,2,あなたが行なった判定を振り直す。振り直した上で、その判定に失敗した場合、あなたは【FP】を5点失う。1回の判定につき1回まで使用できる。,地獄の道化師
DE,地獄の道化師,理不尽なリドル,なし,1,判定直前,自動成功,単体,シーン,4,対象が【基本能力値】による判定を行なう直前に使用する。対象はその判定を、もっとも低い【基本能力値】で行なわなくてはならない。ただし、対象はその判定に成功した場合、あなたは【FP】を5点失う。1ラウンドに1回まで使用できる。,地獄の道化師
DO,地獄の道化師,エネルギー吸収,なし,3,DR直後,自動成功,範囲,至近,3,対象が受ける射撃攻撃または特殊攻撃のダメージを-[【技術】+(Lv)D6]する。1ラウンドに1回まで使用でき、そのラウンド中に白兵攻撃でダメージを受けた場合、あなたと同一エンゲージのキャラクターすべて(自身含む)は【技術】点の【FP】を失う。,地獄の道化師
DO,地獄の道化師,黒い約束,なし,1,効果参照,自動成功,単体,シーン,4,同意した対象が絆をエゴ化する際に使用する。そのエゴは【あなたとの約束を破りたい】となる。約束の内容は対象と相談し決定せよ。対象がそのエゴから罪を得た場合、約束を破ったとみなし、対象は人間性を2D6点失う。罪を得なかった場合、破る誘惑を退けたとして、アフタープレイでそのエゴは愛の消費なしで絆に戻せる。1シナリオに1回まで使用できる。,地獄の道化師
DO,地獄の道化師,魂の袋,なし,3,効果参照,自動成功,自身,なし,2,シーン内で誰かの【FP】が0になるか、誰かが罪を獲得した直後に使用する。そのシナリオ中、あなたが行なう攻撃ダメージは+[このアーツの使用回数×2](最大でLv×4まで)される。,地獄の道化師
DO,地獄の道化師,人間ポンプ,なし,1,マイナー,自動成功,単体,至近,2,対象の物品または同意したキャラクターを、あなたの体内に吸い込む。キャラクターの場合、対象はあなたと同調状態となる。吸い込んだ物品を出したり、同調状態を解除するにはあなたまたは対象のマイナーアクションを使用。あなたがかりそめの死や真の死になった場合も解除される。,地獄の道化師
DO,地獄の道化師,ルンペルステルツヒェン,0,5,メジャー,自動成功,単体,シーン,7,対象は難易度[あなたの【感情】+Lv×3]の情報収集判定を行なう。失敗すると、愛か罪1点、【FP】40点、ドミニオンアーツの使用回数1回分のいずれかを対象が選んで失う。成功するとあなたの【FP】は0となる。,地獄の道化師
AD,地獄の道化師,道化のプライド,魔獣,1,常時,自動成功,自身,なし,3,あなたが他のキャラクターにBSを与えた場合、そのキャラクターは受けたBSひとつにつき[対象のもっとも高い【能力値B】]点の【FP】を失う。このアーツを取得した場合、あなたが使用する地獄の道化師のアーツの効果であなた自身が失う【FP】は2倍となる。,地獄の道化師
AD,地獄の道化師,マインドベンダー,20、魔獣,3,効果参照,自動成功,単体,シーン,6,対象が攻撃の対象を決定する直前に使用する。その攻撃の対象をあなたが決定する。対象は【FP】を[対象のもっとも高い【基本能力値】×2]点失うことでこの効果を打ち消せる。対象がクラードの場合、打ち消せない。1ラウンドに1回、1シナリオにLv回まで使用できる。,地獄の道化師
GF224,地獄の道化師,ジップトゥーザップ,なし,1,マイナー,自動成功,範囲,シーン,3,クラードまたは「種別：軍団」を装備中の者のみ対象にできる。対象に放心を与える。対象はこの放心を受けている間に何らかの判定に失敗または敗北するたび【FP】を2D6点失う(ただし逆に成功した場合、あなたが失う),地獄の道化師
GF224,地獄の道化師,瞬間百面相,なし,1,判定直後,自動成功,自身,なし,2,使用時に2～5までの好きな数字を宣言せよ。あなたは行なう【社会】判定の達成値を+[宣言した数字]する。使用後に1D6し、その結果が宣言した数字未満だった場合あなたは【FP】を10点失う。,地獄の道化師
GF224,地獄の道化師,そのジョークは三流だぜ,なし,1,効果参照,自動成功,自身,なし,4,シーン内で災厄級ドミニオンアーツが使用された直後に使用する。それを使用した者が、そのシナリオ中に攻撃から受けるダメージを+[あなたのエゴの数]する。1シナリオ1回。,地獄の道化師
GF224,地獄の道化師,不愉快なマスコット,なし,1,判定直後,自動成功,単体,シーン,3,対象が行なった判定の達成値を-1D6する。ただしこの出目が6の場合、本来の効果の代わりにあなたは4D6点の【FP】を失う。1シーン1回。,地獄の道化師
GF224,地獄の道化師,ハイちょっと注目！,40,1,イニシアチブ,【行動値】,単体,シーン,5,未行動でのみ使用できる。対象との【行動値】同士の対決に勝利した場合、対象とあなたは待機を宣言した状態になる。1シーン1回。このアーツの対象は単体から変更できない。,地獄の道化師
GF224,地獄の道化師,劇的大失敗,20,1,効果参照,自動成功,自身,なし,5,あなたがファンブルを発生させた直後に使用する。あなたは【FP】を10点失い。そのファンブルをクリティカルに変更する。1シーン1回。,地獄の道化師
GF224,地獄の道化師,お好きな過去をトッピング,純血,1,常時,自動成功,自身,なし,3,シナリオ開始時に、あなたの任意の【基本能力値】ふたつを選択せよ。シナリオ中、それらの値を入れ替える。また、自身の持つ種別一つを失い、任意に選んだ別の種別をシナリオ中得てもよい。,地獄の道化師
GF224,地獄の道化師,デスギミックピタゴラス,純血,1,メジャー,【社会】,単体,シーン,罪,対象と【社会】同士で対決を行なう。この判定はクリティカルで勝利しない限りあなたは敗北とみなす。敗北した側は【FP】を[40-あなたの人間性](最大80)点失う。1シナリオ1回。待機したラウンド中のみ使用可能。,地獄の道化師
魔王の後継者 - 魔界ドミニオンの魔王の跡継ぎ候補をあらわすルーツ。,,,,,,,,,,,
,魔王の後継者,ロイヤルブラッド,自動、支援,1,DR直前,自動成功,単体,シーン,3,対象のDRに+[【社会】+1D6]する。1ラウンドに１回まで使用できる。,魔王の後継者
,魔王の後継者,後継者のワガママ,なし,1,判定直前,自動成功,単体,シーン,2,対象が行なう命中判定の達成値に+【感情B】する。1シーンに1回まで使用できる。,魔王の後継者
,魔王の後継者,パーフェクトサーバント,防御,3,DR直後,自動成功,単体,シーン,2,このアーツは《魔界の目付役》を装備中にのみ使用できる。対象が受けるダメージを-[【社会B】+(Lv)D6]する。1ラウンドに1回まで使用できる。,魔王の後継者
,魔王の後継者,魔界の目付役,ア,1,セットアップ,自動成功,自身,なし,2,そのシーン中、あなたは以下の射撃武器を装備する。装備中、【社会】による判定の達成値に+2する。　種別：武器(射撃)　命中：+0　G値：+6　攻撃力：【社会】+3+1D6　行動値：+0　射程：シーン,魔王の後継者
,魔王の後継者,帝王の言葉,純血、支援,3,メジャー,自動成功,単体,シーン,4,あなた以外の対象を未行動にし、対象が次に行なう攻撃ダメージに+【社会】する。このアーツはいかなる効果でも対象を単体から変更できない。1シナリオLv回まで使用できる。,魔王の後継者
DE,魔王の後継者,独断任命,なし,1,メジャー,自動成功,単体,至近,5,あなた以外の同意した対象にのみ使用できる。そのシナリオの間、あなたが登場しているシーンで対象が行なう判定の達成値を+1、DRに+[あなたの【社会Ｂ】]する。1シナリオに1回まで使用できる。,魔王の後継者
DE,魔王の後継者,魔界の七光り,なし,3,判定直前,自動成功,自身,なし,4,あなたが何らかの判定を行なう直前に使用する。その判定を[【社会】+7]で行なう。1シナリオにLv回まで使用できる。,魔王の後継者
DO,魔王の後継者,閻魔帳,攻撃,3,メジャー,【社会】+Lv,単体,シーン,4,対象に、DRの代わりに迫害状態を与える特殊攻撃を行なう。対象は【社会】でドッジを行なう。この迫害状態を受けている間、対象が攻撃から受けるダメージを+[あなたの【社会B】]する。1シナリオにLv回まで使用できる。,魔王の後継者
DO,魔王の後継者,者どもかかれ！,攻撃,3,メジャー,【射撃】,単体,シーン,3,対象に《魔界の目付役》または「種別：軍団」の武器による射撃攻撃を行なう。この攻撃のダメージに+(Lv)D6し、1点でもダメージを与えた場合、さらに狼狽を与える。,魔王の後継者
DO,魔王の後継者,者ども粉骨砕身せよ！,なし,1,効果参照,自動成功,自身,なし,2,《ロイヤルブラット》または《パーフェクトサーバント》と同時に使用し、その効果に+2D6する。《魔界の目付役》または《闇の尖兵》の効果中のみ使用でき、効果の適用後、それらのアーツの効果が解除される。,魔王の後継者
DO,魔王の後継者,ゆけ我が精鋭よ！,なし,1,判定直後,自動成功,単体,シーン,愛,《独断任命》または《帝王の言葉》の効果を受けている対象が行なった判定ダイスのうち、あなたの選択したひとつを6に変更する。1シナリオに1回まで使用できる。,魔王の後継者
DO,魔王の後継者,魔軍総進撃,魔獣、0,3,イニシアチブ,自動成功,自身,なし,5,あなたが取得しているデーモンか魔王の後継者のアーツのうち、「1ラウンド(または1シーン)に●回まで使用できる」と書かれたアーツひとつの使用回数を1回分回復する。1シナリオに[Lv+2]回まで使用できる。,魔王の後継者
AD,魔王の後継者,我が身を護る盾となれ！,防御,3,DR直前,自動成功,単体,至近,3,同意した対象はあなたをカバーリングする。この時、対象はカバーリングを行なっていても行動済みにならず、行動済みでもカバーリングを行なえる。また、対象が受けるダメージを-[あなたの【社会】+1D6]する。1シーンにLv回まで使用可能。,魔王の後継者
AD,魔王の後継者,真の力を見せよ！,20、支援,1,DR直前,自動成功,単体,シーン,8,《魔界の目付役》または「種別：軍団」の武器による攻撃、または《独断任命》の効果を受けている対象が行なう攻撃のダメージに+[【社会】×3]する。1シーンに1回まで使用可能。,魔王の後継者
魔神 - 魔界ドミニオンの一般的な住人をあらわすルーツ。,,,,,,,,,,,
,魔神,デモニックフォーム,自動、魔獣,5,常時,自動成功,自身,なし,0,《魔獣化》の効果中、あなたが行なう攻撃ダメージと、あなたのA値を+[Lv×2]する。あなたの《魔獣化》コストは+1される。,魔神
,魔神,魔人の牙,なし,1,マイナー,自動成功,自身,なし,1,そのメインプロセスの間、あなたが行なう「種別：魔法」のアーツまたは「種別：魔法」の武器にする攻撃を「射程：至近」に変更し、そのダメージに+【感情B】する。,魔神
,魔神,魔界爵位,なし,1,効果参照,自動成功,自身,なし,2,取得時に「種別：攻撃」「種別：防御」「種別：回復」からひとつ選択する。選択した種別アーツと同時に使用する、その効果で与えるダメージ、低減するダメージ、回復する【FP】すべて+【社会B】する。,魔神
,魔神,魔震,魔獣,1,マイナー,自動成功,自身,なし,2,そのメインプロセスの間、貴方が使用する「対象：自身」以外のアーツの対象を「対象：範囲」に変更する。,魔神
,魔神,魔界門,純血、魔獣,3,ムーブ,自動成功,自身,なし,5,そのメインプロセスの間、あなたが行なう攻撃ダメージに+【感情】し、この攻撃に対してはドッジを行えない。1シナリオにLv回まで使用できる。,魔神
DE,魔神,悪徳の栄え,魔獣,1,常時,自動成功,自身,なし,0,《魔獣化》の効果中、あなたが行なうDRに+[あなたが持つエゴの数]する。あなたの《魔獣化》のコストは+1される。,魔神
DE,魔神,災禍の真名,魔獣,1,マイナー,自動成功,自身,なし,2,そのメインプロセスの間、あなたが行なう特殊攻撃のダメージに+【感情B】し、攻撃の対象は【回避値】でドッジを行なわなくてはならない。,魔神
DO,魔神,プロテクションフロムグッド,防御、魔法,1,DR直後,自動成功,範囲,至近,2,対象が受けるダメージを-2D6する。攻撃側が「種別：神聖」を持つ場合、効果をさらに+【感情B】する。1ラウンドに1回まで使用できる。,魔神
DO,魔神,魔界の武具,ア,3,常時,自動成功,自身,なし,2,デーモン装備から、常備化に必要な経験点が[Lv×15+5]点以下のひとつを取得する。プリプレイに選択しなおしてもよい。,魔神
DO,魔神,魔神の児戯,なし,1,DR直前,自動成功,自身,なし,3,「種別：魔法」のアーツまたは武器による攻撃のDRに使用する。その攻撃で1点でもダメージを与えた場合、さらに「恐怖：あなた」を与える。1ラウンドに1回まで使用でき、罪の効果によるダメージの上昇とは同時に使用できない。,魔神
DO,魔神,魔身復元,魔獣、回復,3,イニシアチブ,自動成功,自身,なし,3,あなたの【FP】を[【感情】+1D6]点回復し、BSをひとつ回復する。BSを回復した場合、回復する【FP】がさらに+2D6される。重圧を受けていても使用でき、1シーンにLv回まで使用できる。,魔神
DO,魔神,魔界滅技,魔獣、攻撃、0,3,メジャー,【白兵】【射撃】,単体,武器,8,対象に「種別：魔法」の武器を使用した攻撃を行なう。この攻撃ダメージに+[【感情】×2]し、「恐怖：あなた]を受けている対象のG値とA値を0として扱う。1シナリオにLv回まで使用できる。,魔神
AD,魔神,ゆらめく魔体,魔獣,1,常時,自動成功,自身,なし,2,《デモニックフォーム》の効果によるA値のうち、【肉体】と【技術】への修正を[Lv×4]に、【感情】と【加護】の修正を+Lvに変更する。また、その効果中あなたの素手は【感情】属性となり、攻撃力に+1D6する。,魔神
AD,魔神,魔神のオーラ,20、魔獣,1,マイナー,自動成功,シーン,シーン,4,取得時に、恐怖か翻弄を選択する。対象に[選択したBS：あなた]を与え、それを受けている間、対象があなたから受けるダメージを+2D6する。,魔神
死せる者 - 肉体を持つ死者、動き回る死体をあらわすルーツ(『ディケイド』にて追加)。,,,,,,,,,,,
DE,死せる者,リビングデッド,自動,5,常時,自動成功,自身,なし,4,あなたの【FP】最大値を+[Lv×10]する。あなたの【FP】は「力の源」以外の「種別：使い捨て」のアイテムの効果で回復しない。,死せる者
DE,死せる者,恐ろしき死者,魔獣,3,判定直前,自動成功,単体,シーン,3,対象が判定を行なう直前に使用する。対象に狼狽を与える。1シーンにLv回まで使用できる。,死せる者
DE,死せる者,死者の砦,なし,1,常時,自動成功,自身,なし,3,あなたを対象に含む【社会】を判定値とするアクションと、属性が【社会】の武器による攻撃の命中判定の達成値は-3される。,死せる者
DE,死せる者,死者を鞭打つなかれ,防御,3,DR直前,自動成功,自身,なし,3,あなたが受けるダメージを-[【肉体】+1D6]し、あなたはそのDRでBSを受けない。ただし、【加護】属性のダメージに対しては使用できない。1ラウンドにLv回まで使用できる。,死せる者
DE,死せる者,デッドコープス,攻撃,1,メジャー,【白兵】【射撃】,単体,武器,2,対象に白兵攻撃か射撃攻撃を行なう。1点でもダメージを与えた場合、さらに束縛を与える。「種別：軍団」の武器を使用した攻撃の場合、さらにそのダメージに+5する。,死せる者
DE,死せる者,死者の見たもの,魔獣,1,マイナー,自動成功,自身,なし,2,そのメインプロセスの間、あなたが使用する「種別：魔法」の武器による攻撃ダメージか「種別：魔法」のアーツの効果に+【感情B】する。,死せる者
DE,死せる者,死者からの便り,20,3,判定直後,自動成功,単体,シーン,3,あなた以外の対象が行なった判定の達成値を+2、または-2する。対象があなたの絆を持っている場合、この効果は+4または-4となる。1シーンにLv回まで使用できる。,死せる者
DE,死せる者,死者は死なず,純血,1,効果参照,自動成功,自身,なし,7,あなたにダメージが適用された直後に使用する。そのダメージを0にする。ただし、【加護】属性のダメージに対しては使用できない。1シナリオに1回まで使用できる。,死せる者
DO,死せる者,美しき死者,魔獣,1,判定直前,自動成功,自身,なし,2,あなたは白兵攻撃と射撃攻撃に対するドッジおよび情報収集判定を【肉体】で行なえる。,死せる者
DO,死せる者,緩慢なる歩み,なし,5,常時,自動成功,自身,なし,3,あなたが行なう白兵攻撃のダメージに+[Lv×3]し、あなたの【行動値】を-10(最低1)する。この修正はアイテムによる修正後に適用すること。,死せる者
DO,死せる者,死者の気配,なし,3,効果参照,自動成功,単体,シーン,3,対象がファンブルを発生させるか、対象のエンゲージが封鎖された直後に使用する。対象に[恐怖：あなた]を与える。1ラウンドにLv回まで使用できる。,死せる者
DO,死せる者,迫り来る死群,なし,1,セットアップ,自動成功,単体,シーン,3,そのラウンドの間、対象が存在するエンゲージを封鎖する。対象は敵とエンゲージしているものとして扱い、離脱移動を行なう場合はあなたと【行動値】対決を行なう。この時、あなたは【行動値】の代わりに[【肉体】+10]で判定する。1シーンに1回まで使用できる。,死せる者
DO,死せる者,死霊のいけにえ,魔獣、攻撃、0,1,メジャー,【白兵】,単体,至近,6,対象に素手による白兵攻撃を行なう。この攻撃ダメージに+【肉体】し、命中した対象はそのシーン中、あなたと同じエンゲージでクリンナッププロセスを迎えるごとに[あなたの【肉体】]点の【FP】を失う。,死せる者
AD,死せる者,かぶりつき,魔獣、攻撃、回復,3,メジャー,【白兵】,単体,至近,3,対象に素手による白兵攻撃を行なう。この攻撃の命中判定に-2、ダメージに+【肉体】し、1点でもダメージを与えた場合、あなたの【FP】を[【肉体B】+(Lv)D6]点回復する。,死せる者
AD,死せる者,肉喰らう赤腕,魔獣,1,常時,自動成功,自身,なし,2,取得時に「射程シーンに変更」「攻撃力を+1D6」「G値を+4」「命中を+2」からひとつ選択する。《魔獣化》中、あなたの素手は選択した修正を得る。,死せる者
オーク - 魔界の尖兵たる悪鬼(『海魔夜航～レヴィアタンズ・ナイト～』にて追加)。,,,,,,,,,,,
R3,オーク,野卑なる魔族,自動、魔獣,1,常時,自動成功,自身,なし,0,あなたの【肉体】を+1【社会】を-1する。《魔獣化》中、あなたが行なう白兵攻撃のダメージを+【肉体B】し、【行動値】を-2する。あなたの《魔獣化》のコストは+1される。,ｵｰｸ
R3,オーク,恐れ知らずの闘鬼,なし,1,常時,自動成功,自身,なし,2,あなたは恐怖と放心を受けない。ただし、あなたが受けた翻弄と暴走は、メジャーアクションを消費する以外の手段で回復できない。,ｵｰｸ
R3,オーク,蛮力一閃,魔獣、攻撃,1,メジャー,【白兵】,単体,武器,4,対象に、ダメージの基準が【肉体】の武器による白兵攻撃を行なう。このダメージに+【肉体】し、この攻撃をガードした対象にさらに狼狽を与える。,ｵｰｸ
R3,オーク,卑劣の罠,魔獣、攻撃,3,イニシアチブ,【肉体】,Lv体,シーン,8,対象に、DRの代わりに放心と束縛を与える特殊攻撃を行なう。対象は【感情】でドッジを行なう。1シーン1回。,ｵｰｸ
R3,オーク,野蛮なる狼藉,なし,1,効果参照,自動成功,自身,なし,5,あなたが未チェックのエゴを表現した直後に使用することで、GMの許可を得て即座に罪を得ることができる(罪の取得は1シーン1点までの制限に注意)。そのシナリオの間、あなたの【肉体】を+2し、【社会】を-2する(【FP】は変化しない)。1シナリオ1回。,ｵｰｸ
R3,オーク,暴魔咆吼,20、魔獣,3,マイナー,自動成功,自身,なし,4,そのメインプロセス中、ダメージの基準が【肉体】の武器であなたが行なう攻撃のダメージを+[25-現在の人間性](最大+20)する。あなたが暴走か翻弄を受けているか、人間性が0以下の場合、さらにその命中判定の達成値に+【肉体B】する。1シーンにLv回。,ｵｰｸ
R3,オーク,オークチャンピオン,純血,5,常時,自動成功,自身,なし,5,あなたは《巨体》をLv3で取得する(すでに取得している場合はLvを+3)。これには経験点は必要ない。《魔獣化》中、あなたの【白兵値】を+Lv、白兵攻撃のダメージを+【肉体】する。,ｵｰｸ
AD,オーク,猪突猛進,なし,1,セットアップ,自動成功,自身,なし,2,そのラウンド中、あなたの【行動値】を+10する。ただし、あなたはそのラウンド中、白兵攻撃を行なうか、白兵攻撃を行なうアーツを使用する以外のメジャーアクションを行えない。このアーツは《ストライクフォーム》による《魔獣化》を使用した直後にも使用できる。,ｵｰｸ
AD,オーク,豚鬼の監獄,魔獣,1,判定直前,自動成功,単体,至近,3,あなた以外の味方が同じエンゲージにいる場合のみ使用でき、あなたかその味方のみ対象にできる。命中判定の直前に使用し、対象が同じエンゲージの敵に行なう攻撃のダメージを+2D6する。BSを受けているキャラクターに与えるダメージはさらに+1D6。1ラウンドに1回まで使用できる。,ｵｰｸ
契約者 - 高い価値を有する魂を持ち、それを欲するデーモンと“正当な”契約を結んだ者たち。その契約から得られる力はときに契約相手たるデーモンの力をも超えるが、その代償は高く、またその魂はいずれデーモンの所有物となる。(『罪館事件～ディアボリック・ディテクティブ～』にて追加)。,,,,,,,,,,,
