,ルーツ,アーツ名,種別,最大Lv,タイミング,判定値,対象,射程,コスト,効果,ルーツ
DE,ヴァンパイア,ディープブラッド,魔獣,3,常時,自動成功,自身,なし,4,《魔獣化》中、あなたが行なうDRに+[LV×3]する。ただし、あなたが受ける【加護】属性のダメージは常に(《魔獣化》の効果中でなくとも)+[Lv+3]され、そのダメージに対してあなたのA値とG値は0として扱われる。,ｳﾞｧﾝﾊﾟｲｱ
DE,ヴァンパイア,バットフォーム,魔獣,1,イニシアチブ,自動成功,自身,なし,3,あなたは飛行状態となり【行動値】に+5、ドッジの達成値が+2される。また、素手と「種別：魔法」以外の武器、および防具と乗り物を装備できず、装備していた場合は所持品となる。この効果は《魔獣化》が解除されるか、マイナーアクションで解除するまで持続する。,ｳﾞｧﾝﾊﾟｲｱ
DE,ヴァンパイア,洗礼(パプティスマ),魔獣,1,メジャー,自動成功,単体,至近,5,エキストラのみ対象にできる。対象は吸血鬼となる。この時、異形となる可能性もある。また、対象は必ずしも使用者に従うとは限らない。詳細はGMが決定すること。GMはこのアーツの使用を却下してもよい。,ｳﾞｧﾝﾊﾟｲｱ
DE,ヴァンパイア,真夜中の悦楽,なし,1,マイナー,自動成功,自身,なし,2,そのメインプロセスの間、あなたが行なう攻撃から1点でもダメージを受けた対象は、さらに放心を受ける。この放心を受けている間、対象はあなたの望む姿に変身させる。対象がエキストラの場合、あなたが真の死となるか解除を宣言するまで持続する。,ｳﾞｧﾝﾊﾟｲｱ
DE,ヴァンパイア,ミストフォーム,魔獣,1,イニシアチブ,自動成功,自身,なし,3,あなたが受ける【肉体】属性と【技術】属性のダメージを-5し、あなたはムーブアクションで離脱移動が行なえる。また、「種別：魔法」以外の武器、および防具と乗り物を装備できず、装備していた場合は所持品となる。この効果は《魔獣化》が解除されるか、マイナーアクションで解除するまで持続する。,ｳﾞｧﾝﾊﾟｲｱ
DE,ヴァンパイア,血河の氾濫,純血,1,DR直前,自動成功,自身,なし,罪,あなたが行なう攻撃のDRに+[【FP】最大値÷10]D6する。使用後、あなたの【FP】は1となる。1シナリオに1回まで使用できる。,ｳﾞｧﾝﾊﾟｲｱ
DO,ヴァンパイア,アーツドレイン,コピー、魔獣,1,効果参照,自動成功,単体,シーン,5,《エナジードレイン》を使用した攻撃で、対象に1点でもダメージを与えた直後に使用する。そのシナリオの間、対象が取得している「タイミング：常時」以外のアーツひとつをコピーし、あなたが取得しているものとして使用できる。アーツのLvは1となり、コストは+1される。1シナリオに1回まで使用でき、対象を単体から変更できない。,ｳﾞｧﾝﾊﾟｲｱ
DO,ヴァンパイア,定かならぬ魔影,魔獣,3,常時,自動成功,自身,なし,Lv,ヴァンパイアのアーツ《●●フォーム》の効果が複数重複している間、あなたが攻撃から受けるダメージを-[Lv×2+重複しているそれらのアーツの数]する。,ｳﾞｧﾝﾊﾟｲｱ
DO,ヴァンパイア,スウォームフォーム,魔獣,1,イニシアチブ,自動成功,自身,なし,3,あなたが素手で行なう攻撃に対するG値を0として扱い、あなたがクラードおよび「種別：軍団」の武器を装備中の対象に与えるダメージを+5する。素手以外の武器、および防具と乗り物を装備できず、装備していた場合は所持品となる。この効果は《魔獣化》が解除されるか、マイナーアクションで解除するまで持続する。,ｳﾞｧﾝﾊﾟｲｱ
DO,ヴァンパイア,刻の支配者,20、魔獣,3,効果参照,自動成功,自身,なし,4,あなたがムーブアクションかマイナーアクションを行なった直後に使用する。あなたは即座に同じタイミングのアクションをもう1回行なえる。1メインプロセスに1回、1シーンにLv回まで使用できる。,ｳﾞｧﾝﾊﾟｲｱ
DO,ヴァンパイア,我に捧げよ,0、魔獣,3,マイナー,自動成功,自身,なし,効果参照,あなたが取得している「愛しき血袋」(Ｐ103)か「種別：軍団」のアイテムを合計[Lv+2]個選択する。選択したアイテムはそのシナリオ中失われ、そのシーンの間、あなたが行なう攻撃のダメージを+(選択した数)D6する。このアーツのコストは[選択した数×2]となる。,ｳﾞｧﾝﾊﾟｲｱ
AD,ヴァンパイア,癒やしの魔血,回復,3,マイナー,自動成功,単体,至近,2,自身以外の対象の【FP】を[【感情】+(Lv)D6]点回復し、バットステータスひとつ回復する。エキストラの死体(骨などでもよい)を対象にした場合、そのシーン中あなたが行なう情報収集判定の達成値に+[Lv+1]する。,ｳﾞｧﾝﾊﾟｲｱ
AD,ヴァンパイア,混沌の捕食者,魔獣,3,常時,自動成功,自身,なし,Lv,ヴァンパイアのアーツ《●●フォーム》の効果が複数重複している間、あなたが行なう白兵攻撃のダメージを+[Lv×2+重複しているそれらのアーツの数]する。,ｳﾞｧﾝﾊﾟｲｱ
AD,ヴァンパイア,呪縛の魔眼,なし,1,常時,自動成功,自身,なし,2,あなたが使用する《魅了の瞳》が命中した対象は、そのラウンド中に行なう攻撃のダメージが-【肉体】(最低1)され、攻撃から受けるダメージが+【肉体】される。,ｳﾞｧﾝﾊﾟｲｱ
AD,ヴァンパイア,永遠なる者,魔獣,1,常時,自動成功,自身,なし,2,あなたは取得している《高速再生》を1ラウンドに2回使用できるようになる。人間性が20以下の間は、3回使用できるようになる(2回使用済みでラウンドの途中に人間性が20以下になった場合、もう1回使用できるようになる)。,ｳﾞｧﾝﾊﾟｲｱ
AD,ヴァンパイア,不可知の霧,魔獣,1,イニシアチブ,自動成功,自身,なし,3,あなたは即座に通常移動か離脱移動を行なう。GMが許可した場合、即座にシーンから退場してもよい(クライマックスフェイズからは退場不可)。1ラウンドに1回まで使用できる。,ｳﾞｧﾝﾊﾟｲｱ
AD,ヴァンパイア,優美なる鬼腕,魔獣,1,マイナー,自動成功,自身,なし,3,あなたは2D6点の【FP】を失い、そのメインプロセス中、あなたが行なう白兵攻撃のダメージに+【肉体】する。,ｳﾞｧﾝﾊﾟｲｱ
AD,ヴァンパイア,血戦開始,20、魔獣,3,効果参照,自動成功,自身,なし,3,《不死存在》《血の解放》《Dの血脈》と同時に使用する。そのシーン中、あなたが行なう白兵攻撃のダメージを+(Lv+1)D6する。,ｳﾞｧﾝﾊﾟｲｱ
AD,ヴァンパイア,血染めの暴王,純血、魔獣,3,常時,自動成功,自身,なし,0,《魔獣化》中、あなたの【肉体】を+[Lv+3]する(【FP】は変化しない)。あなたの《魔獣化》のコストは+Lvされる。,ｳﾞｧﾝﾊﾟｲｱ
血脈（ストレイン）には特殊なルールが存在します、詳しくは「追加データ補足」シート参照,,,,,,,,,,,
R5,ヴァンパイア,血脈：奏家,血脈、魔獣,3,DR直後,自動成功,自身,なし,3,あなたが受けるダメージを-【社会】する。ただし<加護>属性のダメージに対して、またはあなたが直射日光を浴びている間(GMが判断)は使用できない。1ラウンド1回(血族のルーツを持つ場合はLv回)。,ｳﾞｧﾝﾊﾟｲｱ
R5,ヴァンパイア,血脈：楚家,血脈、魔獣,1,常時,自動成功,自身,なし,2,あなたが《竜の爪牙》で行なう攻撃の対象は必ず単体となり、A値を無視してダメージを算出する。血族のルーツを持つ場合、あなたが持つ竜のルーツのアーツの判定値と効果文中にある【加護】を【肉体】に、【加護B】を【肉体B】にすべて変更してもよい。,ｳﾞｧﾝﾊﾟｲｱ
R5,ヴァンパイア,血脈：斎家,血脈、魔獣,5,効果参照,自動成功,単体,至近,3,あなたが《鮮血の宴》の効果を受けた攻撃で、対象の【FP】を0にした時に使用する。あなたの【FP】を[Lv×5]点回復し、対象と同じエンゲージにいる任意のキャラクターひとり(あなたが血族のルーツを持つ場合は何体でも)に[恐怖：あなた]を与える。,ｳﾞｧﾝﾊﾟｲｱ
R5,ヴァンパイア,血脈：燕家,血脈,3,常時,自動成功,自身,なし,3,あなたが乗り物を装備しているか、飛行状態である間、あなたが与えるダメージに+[Lv×3]、A値に+Lvする。血族のルーツを持つ場合、さらにあなたはGMが水中によるものと判断したペナルティを受けない。,ｳﾞｧﾝﾊﾟｲｱ
R5,ヴァンパイア,血脈：趙家,血脈、攻撃、回復,3,メジャー,【射撃】,単体,武器,3,対象に「種別：魔法」の武器による射撃攻撃を行なう。このダメージに+【感情B】し、1点でもダメージを与えた場合、あなたの【FP】を【感情B】+[Lv×2](血族のルーツを持つ場合[Lv×3])点回復する。この効果は《エナジードレイン》によるものとしても扱う。,ｳﾞｧﾝﾊﾟｲｱ
R5,ヴァンパイア,血脈：魏家,血脈、魔獣,1,判定直後,自動成功,自身,なし,5,あなたが命中判定またはドッジを行なった直後に使用する。その達成値に+10する、血族のルーツを持つ場合、代わりにクリティカルに変更してもよい。1シナリオ1回。このアーツを取得した場合常に、クリティカルしたアクションに対するあなたのリアクションの達成値は0となる。,ｳﾞｧﾝﾊﾟｲｱ
R5,ヴァンパイア,血脈：韓家,血脈,5,常時,自動成功,自身,なし,2,あなたが使用する《流血のチェスゲーム》《血吸い蜘蛛の巣》による攻撃は、アンノウンマンに知覚されない。さらに、《ブラッドハント》で与えられる邪毒のダメージと、「種別：軍団」の武器を用いた攻撃のダメージに+【肉体B】(血族のルーツを持つ場合さらに+[Lv×2])する。,ｳﾞｧﾝﾊﾟｲｱ
R5,ヴァンパイア,血脈：日影館,血脈,3,常時,自動成功,自身,なし,4,あなたが「種別：人間」を持つ対象に与えるダメージは+[Lv×4](血族のルーツを持つ場合[Lv×5])される。この効果は、あなたが直射日光を浴びている間(GMが判断)は適用されない。,ｳﾞｧﾝﾊﾟｲｱ
R5,ヴァンパイア,血脈：サングィヌス,血脈,3,常時,自動成功,自身,なし,1,あなたはマルチブラッドでもスピリットのブラッド共通の「種別：純血」のアーツおよび、夢蝕みの「種別：純血」のアーツからひとつ(血族のルーツを持つ場合はLv子)を取得することができる。取得に必要な経験点は通常通り支払うこと。ただし、そのアーツのコストは+1される。,ｳﾞｧﾝﾊﾟｲｱ
R5,ヴァンパイア,血脈：マカンダル,血脈,5,常時,自動成功,自身,なし,2,あなたがそのシーン中に他者の【FP】を0にしたことがあるか、または《我に捧げよ》の効果を受けている場合、《デッドコープス》で与えるダメージに+[Lv×3](血族のルーツを持つ場合[Lv×4])する。あなたは魔獣化すると迫害状態となる。,ｳﾞｧﾝﾊﾟｲｱ
R5,ヴァンパイア,それならこちらが本物だ,なし,1,メジャー,自動成功,自身,なし,2,火災や戦闘、戦火や災害で失われた美術品や文献記録などの本物をあなたが持っていたことにする。データを持たない、そうした失われたアイテム一つを取り出す。GMはこのアーツの仕様を却下してもよいが、その場合はコストは消費されない。このアーツを取得した場合、常にあなたがプリプレイで得る財産点を+3する。,ｳﾞｧﾝﾊﾟｲｱ
R5,ヴァンパイア,同族喰らい,なし,666,常時,自動成功,自身,なし,Lv+3,あなたは「種別：血脈」のアーツを追加で(Lv)個取得できる。血族のルーツを持つ場合、さらに《魔獣化》中にあなたが与えるダメージに+Lvする。,ｳﾞｧﾝﾊﾟｲｱ
R5,ヴァンパイア,薔薇の帳,なし,3,効果参照,自動成功,自身,なし,1,あなたが迫害状態を受けた時に使用する。あなたの迫害状態を打ち消す。1シナリオLv回。,ｳﾞｧﾝﾊﾟｲｱ
R5,ヴァンパイア,まだあなたを信じている,なし,1,常時,自動成功,自身,なし,0,あなたが受ける<加護>属性のダメージは+5され、1点でもダメージを受けた場合さらに放心を受ける。あなたはセッション終了時の人間性回復において、さらに人間性を1D6点回復してもよい。,ｳﾞｧﾝﾊﾟｲｱ
R5,ヴァンパイア,我が魂はあなたとともに,なし,1,常時,自動成功,自身,なし,1,《まだあなたを信じている》を取得していなければ取得できない。あなたが解放状態の間、あなたが行なうメジャーアクションの達成値に+2、攻撃のダメージに+【加護】する。,ｳﾞｧﾝﾊﾟｲｱ
血族 - 普通の吸血鬼。ペルソナ・ネットワークと呼ばれる吸血鬼社会の一員をあらわすルーツ。,,,,,,,,,,,
,血族,血の同胞,自動,1,判定直前,自動成功,自身,なし,1,あなたが行なう【社会】による判定を振り直す。1回の判定に1回まで使用できる,血族
,血族,禁忌の祭儀,なし,1,ムーブ,自動成功,自身,なし,2,そのラウンドの間、あなたが使用する「種別・魔法」のアーツの効果と、「種別・魔法」の武器による攻撃のダメージに+【社会B】する,血族
,血族,ブラッドハント,なし,1,セットアップ,自動成功,単体,シーン,2,そのラウンドの間、対象は通常移動か離脱移動を行なうと邪毒(3)を受ける。,血族
,血族,振れ得ざる影,なし,1,リアクション,自動成功,自身,なし,2,あなたはドッジを【社会】で行なう。１ラウンドに１回まで使用できる,血族
,血族,闇色の陰謀,支援,1,DR直前,自動成功,単体,シーン,2,あなたは【社会B】以下の任意の財産点を消費すること。対象が行なうDRに+「消費した財産点×２」する,血族
,血族,流血のチェスゲーム,攻撃,5,メジャー,【社会】+LV,単体,シーン,3,対象に[【社会】+1D6]のダメージを与える特殊攻撃を行なう。この攻撃で1点でもダメージを与えた対象にさらに束縛を与える。,血族
,血族,闇の長き手,20,3,マイナー,自動成功,範囲,なし,4,そのメインプロセスの間、あなたが行なう特殊攻撃と「種別・軍団」の武器による攻撃のダメージに+【社会】し1点でもダメージを与えた場合、さらに重圧を与える。1シーンにLV回まで使用できる,血族
,血族,高貴なる血脈,純血,1,判定直前,【社会】,単体,シーン,6,対象が行なった判定の達成値を目標値に、あなたは【社会】で対決を行なう。あなたが対決に勝利した場合、対象の判定は失敗となる、1シナリオに1回まで使用できる,血族
DE,血族,謀略のヴェール,防御,3,DR直前,自動成功,単体,シーン,3,対象が受けるダメージを-[【社会】+1D6]する。この時、[Lv×3]点以下の財産点を消費することで、さらにダメージを-[消費した財産点×2]する。1ラウンドに1回まで使用できる。,血族
DE,血族,闇の陥穽,なし,3,セットアップ,【社会】,単体,シーン,4,対象の[【社会】+5]を難易度に、このアーツによる判定を行なう。これは情報収集判定として扱う。成功した場合、以後そのシナリオの間、対象が攻撃から受けるダメージを+[Lv×3]する。1シーンに1回まで使用できる。,血族
DO,血族,血吸い蜘蛛の巣,攻撃,3,メジャー,【社会】,範囲,シーン,4,対象に「種別：軍団」の武器による白兵攻撃か射撃攻撃を行なう。この攻撃で1点でもダメージを受けた対象は、現在のエンゲージにいる間、攻撃から受けるダメージが+[Lv×4]される。,血族
DO,血族,流血の盾,なし,3,DR直前,自動成功,単体,至近,4,同意した対象はあなたをカバーリングする。この時、対象はカバーリングを行なっていても行動済みにならず、行動済みでもカバーリングが行なえる。対象がクラードの場合、同意を得ずに効果を適用できる。1シーンにLv回まで使用できる。,血族
ダンピール - 吸血鬼と人間のハーフをあらわすルーツ。,,,,,,,,,,,
,ダンピール,宿命の血,自動,1,常時,自動成功,自身,なし,3,あなたの【技術】を+1、【社会】を-1し、あなたが「種別：吸血」を持つキャラクターに与えるダメージを+【技術B】する。,ﾀﾞﾝﾋﾟｰﾙ
,ダンピール,ガン&ソード,攻撃,1,メジャー,【白兵】【射撃】,単体,武器,2,対象に白兵攻撃か射撃攻撃を行なう。この攻撃ダメージに+【技術B】する。ただし、白兵攻撃なら射撃武器、射撃攻撃なら白兵武器を同時に装備していなければ使用できない。,ﾀﾞﾝﾋﾟｰﾙ
,ダンピール,呪わしき美貌,なし,1,判定直後,自動成功,単体,シーン,3,対象が行なった判定のダイスのうち、あなたが選択したひとつを振りなおさせる。1シーンに1回まで使用できる。,ﾀﾞﾝﾋﾟｰﾙ
,ダンピール,チェイスバレット,なし,1,判定直前,自動成功,単体,武器,2,対象がドッジを行なう直前に使用する。その達成値を-3する。対象を攻撃可能な射撃武器を装備していなければしようできず、1ラウンドに1回まで使用できる。,ﾀﾞﾝﾋﾟｰﾙ
,ダンピール,チェイスブレード,なし,1,効果参照,自動成功,単体,武器,2,対象がガードを行なう直前に使用する。そのDRの間、対象のG値を-10(最低0)する。対象を攻撃可能な白兵武器を装備していなければ使用できず、1ラウンドに1回まで使用できる。,ﾀﾞﾝﾋﾟｰﾙ
,ダンピール,魔狩人の知恵,なし,1,判定直前,自動成功,自身,なし,2,あなたは「種別：人間」以外の種別をもつキャラクターからの攻撃に対するドッジを【技術】で行なえる。,ﾀﾞﾝﾋﾟｰﾙ
,ダンピール,斬魔の剣閃,20、攻撃,3,メジャー,【白兵】,単体,武器,5,対象に白兵攻撃を行なう。この攻撃のダメージに+【技術】し、対象はガードを行なえない。1シナリオにLv回まで使用できる。,ﾀﾞﾝﾋﾟｰﾙ
,ダンピール,Dの血脈,純血,1,解放状態,自動成功,自身,なし,6,そのシーンの間、あなたが行なう攻撃のダメージとあなたのA値を+【肉体】する。,ﾀﾞﾝﾋﾟｰﾙ
DE,ダンピール,再生殺し,なし,1,効果参照,自動成功,単体,シーン,1,あなたが対象に何らかのBSかダメージを与えた時に使用する。そのラウンドの間、対象は「種別：回復」のアーツの効果を受けられず、対象が「種別：吸血」を持つ場合、攻撃から受けるダメージが+5される。,ﾀﾞﾝﾋﾟｰﾙ
DE,ダンピール,立体機動,なし,1,効果参照,自動成功,自身,なし,2,通常移動か離脱移動と同時に使用する。このメインプロセスの間、あなたは飛行状態として扱われ、飛行状態のキャラクターおよび「種別：巨大」を持つキャラクターに与えるダメージを+【技術】する。,ﾀﾞﾝﾋﾟｰﾙ
DO,ダンピール,鏖殺のメソッド,なし,3,セットアップ,【技術】,単体,シーン,4,[対象の【社会】+5]を難易度に情報収集判定を行なう。成功した場合、そのシナリオ中、対象が行なうドッジの達成値を-Lvし、あなたは特定の種別を持つキャラクターに対してのみ有効なアーツやアイテムの効果を、その制限を無視して対象に使用できる。,ﾀﾞﾝﾋﾟｰﾙ
DO,ダンピール,バレット&ブレード,なし,1,DR直前,自動成功,自身,なし,2,あなたが行なう攻撃のDRで、その攻撃に使用していない装備中の武器ひとつを選択する。そのDRに+[その武器の攻撃力のダイス部分]する。ただし、使用回数に制限のある武器は選択できない。,ﾀﾞﾝﾋﾟｰﾙ
ドラクル - ペルソナ・ネットワークに属さないはぐれ者の吸血鬼をあらわすルーツ。,,,,,,,,,,,
,ドラクル,常闇の支配者,自動,5,常時,自動成功,自身,なし,3,あなたの【FP】最大値を+[Lv×5+10]する。,ﾄﾞﾗｸﾙ
,ドラクル,悪鬼の戦場,魔獣,1,判定直前,自動成功,自身,なし,2,あなたは白兵攻撃の命中判定を【肉体】で行なう。,ﾄﾞﾗｸﾙ
,ドラクル,黒き城塞,魔獣,3,常時,自動成功,自身,なし,0,《魔獣化》の効果中、あなたのG値を+[Lv×3]する。あなたの《魔獣化》のコストは+Lvされる。,ﾄﾞﾗｸﾙ
,ドラクル,混沌の主,防御、魔獣,3,効果参照,自動成功,自身,なし,2,あなたがガードを行なう際に使用する。攻撃側のキャラクターは[【肉体】+1D6]点の【FP】を失う。1ラウンドにLv回まで使用できる。,ﾄﾞﾗｸﾙ
,ドラクル,焦熱の魔弾,攻撃、魔獣,5,メジャー,【感情】,単体,シーン,2,対象に[【感情】+(Lv)D6]点のダメージを与える特殊攻撃を行なう。対象は【感情】でドッジを行なう。1点でもダメージを与えた場合、さらに狼狽を与える。,ﾄﾞﾗｸﾙ
,ドラクル,闇の身くるみ,防御,3,DR直前,自動成功,範囲,至近,3,そのDRの間、対象のG値を+(Lv)D6する。1ラウンドに1回まで使用できる。,ﾄﾞﾗｸﾙ
,ドラクル,人外魔境,20、魔獣,3,マイナー,自動成功,自身,なし,4,取得時に、白兵攻撃のダメージ、射撃攻撃のダメージ、A値からひとつ選択する。そのシーン中、選択した数値を+[Lv×3+2]し、あなたのエンゲージを封鎖する。,ﾄﾞﾗｸﾙ
,ドラクル,血の開放,純血、魔獣,1,ムーブ,自動成功,自身,なし,4,そのシーンの間、あなたが行なう攻撃のダメージに+【肉体】し、あなたのA値を-【肉体】(最低0)する。1シナリオに1回まで使用できる。,ﾄﾞﾗｸﾙ
DE,ドラクル,赤き不夜城,魔獣,1,効果参照,自動成功,自身,なし,4,《黒き城塞》を取得していなければ取得できない。「種別：攻撃」のアーツと同時に使用する。その攻撃のダメージを+[《黒き城塞》の効果で上昇したG値]する。,ﾄﾞﾗｸﾙ
DE,ドラクル,黄昏の幻想,魔獣,3,マイナー,自動成功,自身,なし,4,そのメインプロセスの間、あなたが行なう攻撃に対してはガードを行なえない。1シーンにLv回まで使用できる。,ﾄﾞﾗｸﾙ
DO,ドラクル,知られざる領地,なし,1,判定直前,自動成功,自身,なし,2,あなたは情報収集判定または特殊攻撃に対するドッジを【肉体】で行なえる。大魔城(『DCD』P116)を取得している場合、その達成値にさらに+2する。,ﾄﾞﾗｸﾙ
DO,ドラクル,暴魔の五体,魔獣,5,常時,自動成功,自身,なし,0,《魔獣化》の効果中、あなたは装備するヴァンパイア装備の武器すべてを素手としても扱い、それらの攻撃力に+[Lv×2]する。あなたの《魔獣化》コストは+1される。,ﾄﾞﾗｸﾙ
ニュービー - ヴァンパイアになったばかりの存在を表すルーツ(『アドヴェント』にて追加)。,,,,,,,,,,,
AD,ニュービー,なりたての吸血鬼,自動,1,常時,自動成功,自身,なし,2,あなたが取得している「タイミング：常時」以外のヴァンパイアのアーツは「種別：魔獣」が追加される。あなたの【FP】が最大値から10点以上減少したり、1シーン中に人間性が4点以上減少した場合、即座に《魔獣化》する。《魔獣化》中、あなたが行なう命中判定の達成値を+2する。,ﾆｭｰﾋﾞｰ
AD,ニュービー,俺は不死身だ！,魔獣,1,常時,自動成功,自身,なし,2,《魔獣化》中、あなたの受ける【加護】属性以外のダメージを-【感情B】する。ただし、あなたが何らかのBSを受けている間はこの効果を受けられない。,ﾆｭｰﾋﾞｰ
AD,ニュービー,この力ならあるいは,魔獣,1,判定直後,自動成功,単体,シーン,効果参照,あなたは1D6点の人間性をコストとして失い、対象が行なった判定の達成値を-[コストとして失った人間性]する。サポーターのみ取得でき、1ラウンドに1回まで使用できる。,ﾆｭｰﾋﾞｰ
AD,ニュービー,殺されてたまるか,魔獣,1,リアクション,【肉体】,自身,なし,4,あなたは白兵攻撃に対するリアクションを【肉体】で行なう。勝利した場合、攻撃を回避した上で攻撃側のキャラクターに即座に白兵攻撃を行なう。1シーンに1回まで使用できる。,ﾆｭｰﾋﾞｰ
AD,ニュービー,視界が、赤く……！？,魔獣,1,効果参照,自動成功,自身,なし,効果参照,《魔獣の殺意》と同時に使用する。あなたは1D6点の人間性をコストとして失い、《魔獣の殺意》で上昇するダメージをさらに+[コストとして失った人間性×2]する。,ﾆｭｰﾋﾞｰ
AD,ニュービー,それでも守りたい,魔獣,1,効果参照,自動成功,自身,なし,効果参照,《守護の盾》か《きらめきの壁》と同時に使用する。あなたは1D6点の人間性をコストとして失い、直後のDRであなたが受けるダメージ-[コストとして失った人間性×2]する。,ﾆｭｰﾋﾞｰ
AD,ニュービー,どうなっても知らないぞ,魔獣,1,常時,自動成功,自身,なし,1,あなたが迫害状態の間、ヴァンパイアのアーツを使用して行なう攻撃のダメージに+【肉体B】する。,ﾆｭｰﾋﾞｰ
AD,ニュービー,何なんだ、この力は！？,魔獣,3,常時,自動成功,自身,なし,1,《魔獣化》中、あなたが行なう攻撃のダメージを+(Lv)D6する。ただし、《魔獣化》中にあなたが攻撃によって1点でもダメージを与えた場合、攻撃後にあなたは[1D6+(Lv-3)](最低1)点の人間性を失い、[恐怖：あなた]を受ける。,ﾆｭｰﾋﾞｰ
AD,ニュービー,半端者の血,なし,1,常時,自動成功,自身,なし,1,あなたは「種別：吸血」とは扱われず、ヴァンパイア以外のブラッドを持たない場合は「種別：人間」として扱われる。堕落判定および迫害状態によってあなたの人間性が低下する際、あなたは人間性低下のダイスの片方または両方を1回振り直してもよい。,ﾆｭｰﾋﾞｰ
AD,ニュービー,緋色の実験,魔獣,1,判定直後,自動成功,自身,なし,1,あなたが行なった【基本能力値】による判定の達成値に+2する。このアーツを取得した場合、あなたは常に何らかの判定にファンブルすると即座に迫害状態になる。,ﾆｭｰﾋﾞｰ
AD,ニュービー,黄泉の赤い果実,なし,1,常時,自動成功,自身,なし,1,あなたはヴァンパイアのアーツおよび「力の源」以外のアーツやアイテムの効果で【FP】を回復できない。あなたがそれらの手段で【FP】を回復した場合、以後シナリオ中あなたの【行動値】を+【肉体B】する。,ﾆｭｰﾋﾞｰ
AD,ニュービー,潜血覚醒,20、魔獣,5,マイナー,自動成功,自身,なし,4,使用時に、ニュービー以外のヴァンパイアのアーツから「種別：自動」「種別：純血」以外をひとつ選択し、そのシナリオ中取得する。LvはこのアーツのLv(最大Lvは越えられない)となる。1シナリオに1回まで使用でき、「タイミング：解放状態」としても使用可能。,ﾆｭｰﾋﾞｰ
AD,ニュービー,血よ、従え！,20、魔獣,1,効果参照,自動成功,自身,なし,0,1D6点の人間性をコストとして失うニュービーのアーツと同時に使用する。ダイスを振らずに、1～6までの任意のコストをあなたが決定する。,ﾆｭｰﾋﾞｰ
