,ルーツ,アーツ名,種別,最大Lv,タイミング,判定値,対象,射程,コスト,効果,ルーツ
,御伽噺の住人,幻想存在,自動、魔獣,1,常時,自動成功,自身,なし,0,取得時に【基本能力値】からひとつ選択する。《魔獣化》の効果中、選択した【基本能力値】による判定の達成値に+2する。あなたの《魔獣化》のコストは+1される。,御伽噺の住人
,御伽噺の住人,黄金伝説,なし,3,メジャー,自動成功,単体,至近,2,対象の財産点を+[《幻想存在》で選択した【基本能力値】]する。1シナリオにLv回まで使用できる。,御伽噺の住人
,御伽噺の住人,象徴的行動,回復,5,メジャー,自動成功,自身,なし,2,あなたの【FP】を[《幻想存在》で選択した【基本能力値】+(Lv)D6]点回復し、BSをすべて回復する。,御伽噺の住人
,御伽噺の住人,頼もしき住人たち,なし,1,マイナー,自動成功,自身,なし,2,そのメインプロセスの間、あなたが使用する「対象：自身」以外のアーツを「対象：範囲」に変更する。,御伽噺の住人
,御伽噺の住人,歪んだメルヘン,攻撃,1,メジャー,【白兵】【射撃】,範囲,武器,4,対象に白兵攻撃か射撃攻撃を行なう。この攻撃ダメージを+[《幻想存在》で選択した【能力値B】]する。,御伽噺の住人
,御伽噺の住人,妖術,攻撃、魔法,3,メジャー,効果参照,範囲,シーン,3,対象に[【幻想存在】で選択した【基本能力値】+(Lv)D6]点のダメージを与える特殊攻撃を行なう。対象は同じ【基本能力値】でドッジを行なう。1点でもダメージを与えた場合、さらに放心を与える。,御伽噺の住人
,御伽噺の住人,次にお前は●●と言う,20,3,判定直前,自動成功,単体,シーン,3,対象が行なう判定の達成値を-3する。1シーンにLv回まで使用できる。,御伽噺の住人
,御伽噺の住人,皆の想いを,純血,1,判定直後,自動成功,自身,なし,4,対象が行なった判定の達成値を+[《幻想存在》で選択した【能力値B】+あなたが持つ絆の数]する。1シナリオに1回まで使用できる。,御伽噺の住人
DE,御伽噺の住人,異界への誘い,なし,1,メジャー,自動成功,範囲,至近,4,そのシーンで対象が行なう情報収集判定の達成値を+2し、「種別：回復」のアーツとアイテムの効果で回復する【FP】を+[《幻想存在》で選択した【基本能力値】]する。戦闘中は使用できない。,御伽噺の住人
DE,御伽噺の住人,不死伝説,なし,3,常時,自動成功,自身,なし,3,あなたの【FP】最大値を+[《幻想存在》で選択した【基本能力値】×Lv]する。あなたを対象とした攻撃がクリティカルで命中した場合、あなたのA値を0としてダメージを算出する。,御伽噺の住人
DO,御伽噺の住人,妖しの一閃,なし,1,マイナー,自動成功,自身,なし,4,取得には《妖術》が必要。そのメインプロセスの間、あなたが行なう白兵攻撃のダメージを+[《幻想存在》で選択した【基本能力値】]し、ダメージ属性をその【基本能力値】に変更する。,御伽噺の住人
DO,御伽噺の住人,入り交じる物語,ア,1,常時,自動成功,自身,なし,3,取得時にブラッドまたはルーツからひとつ選択する。あなたは選択した種別を得て、取得に選択したブラッドまたはルーツが必要なアイテムを取得できるようになる。それらは《魔獣化》中のみ装備、使用できる。,御伽噺の住人
DO,御伽噺の住人,存在の根幹,なし,1,常時,自動成功,自身,なし,2,あなたがキャラクター作成時に得たエゴから獲得した罪を「◆復活」か「◆回復」に使用した場合、回復する【FP】をさらに+20する(他人に適用した場合も有効)。人間性の回復までにそのエゴから罪を獲得しなかった場合、奈落堕ちする。,御伽噺の住人
DO,御伽噺の住人,物語侵食,魔獣,3,判定直前,自動成功,単体,シーン,4,対象が判定を行なう直前に使用する。対象はその判定を、あなたが《幻想存在》で選択した【基本能力値】で行なわなければならない。1ラウンドに1回、1シーンにLv回まで使用できる。,御伽噺の住人
DO,御伽噺の住人,虚実崩壊,0、魔獣,1,判定直後,自動成功,単体,シーン,罪,対象が、あなたが《幻想存在》で選択した【基本能力値】による判定を行なった直後に使用する。その判定をクリティカルまたはファンブルに変更する。1シナリオに1回まで使用できる。,御伽噺の住人
伝説の英雄 - 神話や歴史文学の登場人物が具現化したものたちをあらわすルーツ。神話や歴史文学に出てくる本人とは別の存在。,,,,,,,,,,,
,伝説の英雄,英雄伝説,自動、魔獣,1,常時,自動成功,自身,なし,0,取得時に「種別：攻撃」「種別：回復」「種別：防御」からひとつ選択する。《魔獣化》の効果中、そのアーツの効果で与えるダメージ、軽減するダメージ、回復する【FP】をすべて+1D6する。あなたの《魔獣化》コストは+1される。,伝説の英雄
,伝説の英雄,英雄宝具,ア,1,常時,自動成功,自身,なし,4,P177の英雄宝具からひとつ選択し、常備化する。その代わりに、常備化している武器か乗り物ひとつを選択し、英雄宝具としてもよい。その場合、選択したアイテムのダメージに+1D6する。いずれもプリプレイに選択し直してもよい。,伝説の英雄
,伝説の英雄,エターナルチャンピオン,なし,1,常時,自動成功,自身,なし,3,あなたが攻撃から受けるダメージを常に-【加護B】する。あなたは隠密状態になれない。,伝説の英雄
,伝説の英雄,傲然たる王,なし,1,常時,自動成功,自身,なし,3,あなたの与えるダメージは常に+【社会B】される。あなたはガードを行なえない。,伝説の英雄
,伝説の英雄,試練を越えし者,なし,1,常時,自動成功,自身,なし,3,あなたのA値を+【肉体B】する。あなたの行なうドッジの達成値は-2される。,伝説の英雄
,伝説の英雄,悲劇の英雄,なし,1,常時,自動成功,自身,なし,3,あなたが攻撃の命中判定にクリティカルした場合、そのダメージに+【技術】する。あなたはBSを受けるたびに5点の【FP】を失う。,伝説の英雄
,伝説の英雄,宝具解放,20、攻撃、魔獣,1,メジャー,【白兵】【射撃】,単体,武器,5,対象に英雄宝具による白兵攻撃か射撃攻撃を行なう。この攻撃のDRに+[英雄宝具のダメージの基準と同じ属性の【能力値B】×3]する。1シナリオに1回まで使用できる。,伝説の英雄
,伝説の英雄,伝説の一幕,純血、魔獣,1,解放状態,自動成功,シーン,シーン,5,あなたが解放状態になった直後に使用する。そのシーンの間、対象が行なう攻撃のダメージを+【もっとも高い基本能力値B】、攻撃から受けるダメージを-【もっとも高い基本能力値B】する。,伝説の英雄
DE,伝説の英雄,秘された真名,魔獣,3,常時,自動成功,自身,なし,3,《魔獣化》の効果中、あなたの英雄宝具の攻撃力に+[Lv×3]し、《宝具解放》のダメージに+[Lv×5]する。《魔獣化》の効果中、あなたのファンブル値は+1される。,伝説の英雄
DE,伝説の英雄,理想に殉じし者,なし,1,常時,自動成功,自身,なし,3,戦闘中に、あなたとエンゲージしているあなた以外の味方が行なう、あらゆる判定の達成値を+1する。プリプレイであなたが得られる財産点は-5(最低0)される。,伝説の英雄
DO,伝説の英雄,堕ちたる英雄,なし,1,常時,自動成功,自身,なし,3,あなたが使用する「種別：魔法」のアーツの効果に+【感情B】する。【加護】属性のダメージに対して、あなたのA値は0として扱われる。,伝説の英雄
DO,伝説の英雄,契約の儀,なし,1,メジャー,自動成功,単体,至近,4,あなたが絆を持つ同意した他のキャラクターひとりを対象とする。そのシナリオ中、対象と同じシーンにいる間、《英雄伝説》の効果を+1D6する。ただし、同じシーンにいない間は《英雄伝説》を使用できない。1シナリオに1回まで使用できる。,伝説の英雄
DO,伝説の英雄,宝具異能,コピー,効果参照,効果参照,効果参照,効果参照,効果参照,効果参照,他のブラッドまたはルーツから、「タイミング：常時」以外のアーツひとつを選択肢、コピーする。コピーしたアーツのコストは+1され、あなたが英雄宝具を装備中のみ使用できる。,伝説の英雄
DO,伝説の英雄,勇姿顕現,魔獣,1,常時,自動成功,自身,なし,3,《魔獣化》の効果中、あなたが取得している「種別：なし」の伝説の英雄アーツのうち、ダメージやA値に修正を与えるものはその数値にさらに+3(マイナスの修正の場合は-3)、達成値を上昇させるものはさらに+1する。,伝説の英雄
DO,伝説の英雄,真なる秘宝,0、ア,1,常時,自動成功,自身,なし,4,取得には《英雄宝具》が必要。あなたは英雄宝具をさらにもうひとつ選択でき、その攻撃力に+2D6する。ただし、このアーツで選択した英雄宝具は人間性が0以下でなければ攻撃に使用できない。,伝説の英雄
都市伝説 - 都市伝説が具現化したものたちをあらわすルーツ。いわゆる「現代妖怪」なども含まれる。,,,,,,,,,,,
,都市伝説,怪異存在,自動,1,判定直前,自動成功,自身,なし,2,あなたはあらゆる判定を【社会】で行なえる。1ラウンドに1回まで使用できる。,都市伝説
,都市伝説,疾走する伝説,攻撃,1,メジャー,【白兵】,単体,武器,3,あなたは白兵攻撃を行なう。この攻撃のダメージに+[【行動値】÷3]する。攻撃後、離脱移動を行なってもよい。,都市伝説
,都市伝説,戦慄の影,なし,1,マイナー,自動成功,自身,なし,2,そのメインプロセスの間、あなたが行なう攻撃のダメージに+1D6し、リアクションに失敗したキャラクターに狼狽を与える。,都市伝説
,都市伝説,血塗られた伝説,攻撃,1,メジャー,【白兵】,単体,武器,3,対象に白兵攻撃を行なう。この攻撃ダメージに+【社会B】し、対象がクラードの場合、G値とA値を0として扱う。,都市伝説
,都市伝説,何かが道をやってくる,なし,1,効果参照,自動成功,単体,シーン,2,取得時に、暴走と翻弄以外のBSひとつを選択する。対象は何らかの判定に失敗、あるいは対決に敗北した時に使用する。対象に選択したBSを与える。1ラウンドに1回まで使用できる。,都市伝説
,都市伝説,不幸な通りすがり,なし,1,イニシアチブ,自動成功,自身,なし,2,あなたのエンゲージを封鎖する。そのエンゲージにいる敵が攻撃から受けるダメージを+1D6する。この効果はあなたが現在のエンゲージを離れると解除される。,都市伝説
,都市伝説,そして伝説へ・・・,20、回復,3,イニシアチブ,自動成功,自身,なし,2,あなたの【FP】を[取得している絆の数×5]点回復し、BSをすべて回復する。重圧を受けていても使用でき、1シナリオにLv回まで使用できる。,都市伝説
,都市伝説,守護の伝説,純血、防御,3,DR直後,自動成功,単体,シーン,5,対象が受けるダメージを-[取得しているエゴの数×5+1D6]する。1シナリオにLv回まで使用できる。,都市伝説
DE,都市伝説,姿無き恐怖,なし,1,セットアップ,自動成功,自身,なし,5,そのラウンドの間、あなたは隠密状態となる。この隠密状態の間、あなたは待機を行なえず、あなたが行なう命中判定の達成値に+2する。1シーンに1回まで使用できる。,都市伝説
DE,都市伝説,変容する伝説,なし,3,マイナー,自動成功,自身,なし,2,使用時に【基本能力値】か【戦闘能力値】からふたつ選択する。そのシナリオの間、選択した片方を+2、もう片方を-2する。(【FP】は変化しない)。この時に外見を変化させてもよい。1シーンにLv回まで使用できる。,都市伝説
DO,都市伝説,今、あなたの後ろに,魔獣,3,イニシアチブ,自動成功,単体,シーン,3,あなたは即座に対象と同じエンゲージに移動する。移動前のエンゲージが封鎖されている場合は使用できない。1シーンにLv回まで使用でき、対象が《追いすがる伝説》の効果を受けている場合、対象に[恐怖：あなた]を与える。,都市伝説
DO,都市伝説,追いすがる伝説,なし,3,効果参照,自動成功,自身,なし,3,《何かが道をやってくる》と同時に使用する。その対象となったキャラクターは、そのシナリオの間、あなたとの間で行なわれる対決判定の達成値が-2される。1シナリオにLv回まで使用できる。,都市伝説
DO,都市伝説,前人未踏,魔獣,3,効果参照,自動成功,単体,至近,4,【行動値】があなたより低い対象が、あなたと同じエンゲージとなった直後に使用する。対象は【FP】を[あなたの【社会】]点失う。1ラウンドにLv回まで使用できる。,都市伝説
DO,都市伝説,伝説の狩り手,なし,5,常時,自動成功,自身,なし,2,取得時に種別からひとつ選択する。選択した種別を持つキャラクターに対して、あなたが攻撃によって与えるダメージを+(Lv)D6する。《伝説の狩り手：人間》のように記述し、種別ごとに別のアーツとして取得できる。,都市伝説
DO,都市伝説,スピードの向こう側,0、魔獣,3,効果参照,自動成功,自身,なし,8,《疾走する伝説》と同時に使用する。その効果を+【行動値】に変更する。1シナリオにLv回まで使用できる。,都市伝説
転生者 - “前世の記憶”を持ち、その知識や技を扱うものたちをあらわすルーツ(『ディケイド』にて追加)。,,,,,,,,,,,
DE,転生者,声なき声,自動,1,判定直前,自動成功,自身,なし,2,あなたが行なう判定の達成値に+2する。ただし、その判定にクリティカルまたはファンブルした場合、あなたは暴走を受ける。,転生者
DE,転生者,刻まれし印,なし,5,常時,自動成功,自身,なし,Lv+1,あなたの【基本能力値】か【戦闘能力値】からLv個を選択肢、それらを+1する。【行動値】を選択した場合、この修正は+3となる。同じものは選択できない。,転生者
DE,転生者,前世の遺産,ア,3,常時,自動成功,自身,なし,3,あなたは常時化に必要な経験点が[Lv×10+10]点以下のアイテムひとつを常備化する。この時、取得に特定のブラッドやルーツが必要なアイテムも取得できる。取得したアイテムは「種別：遺産」として扱われる。プリプレイで選択し直しても良い。,転生者
DE,転生者,前世の技,コピー,効果参照,効果参照,効果参照,効果参照,効果参照,効果参照,他のブラッドまたはルーツから、「タイミング：常時」「種別：ア」以外のアーツひとつを選択し、コピーする。その効果文中に書かれている【基本能力値】はすべて【社会】、【能力値ボーナス】は【社会B】に変更される。コピーしたアーツのコストは+1され、《魔獣化》中のみ使用できる。,転生者
DE,転生者,前世浮上,なし,1,常時,自動成功,自身,なし,3,「種別：遺産」のアイテムを装備中、あなたは現在の人間性に応じた以下の修正をあらゆる判定に得る。40以下：達成値+1　20以下：達成値+2　0以下：達成値+3,転生者
DE,転生者,見知らぬ記憶,なし,1,マイナー,自動成功,自身,なし,4,あなたはGMに疑問点を直接質問できる。1シナリオに3回まで使用できる。GMは回答を却下してもよいが、その場合は使用回数を消費しない。,転生者
DE,転生者,超覚醒,20、魔獣,1,解放状態,自動成功,自身,なし,6,あなたが解放状態になった直後に使用する。そのシーンの間、あなたが行なう攻撃ダメージに+[あなたが持つ絆とエゴの数]し、あなたが受けるダメージを-[あなたが持つ絆とエゴの数]する。「種別：遺産」のアイテムを装備または所持中のみ使用できる。,転生者
DE,転生者,来世顕現,純血,1,効果参照,自動成功,自身,なし,愛,あなたがかりそめの死から回復するか、真の死を回避した直後に使用する。そのシーンの間、あなたの行なうメジャーアクションのクリティカル値を-1する。使用後にあなたの性別や外見などを任意に変更してもよい。,転生者
DO,転生者,遺産進化,ア,5,常時,自動成功,自身,なし,2,あなたが《前世の遺産》で取得したアイテムが武器か乗り物なら攻撃力に+[Lv×2]、防具ならA値に+[Lv+1]、それ以外なら所持中の情報収集判定の達成値に+[Lv+1]する。解放状態の間はさらに+3される。,転生者
DO,転生者,遺産同調,攻撃,1,メジャー,【白兵】【射撃】,単体,武器,3,対象に「種別：遺産」の武器または乗り物による白兵攻撃か射撃攻撃を行なう。その攻撃のダメージに+5し、命中判定のファンブル値を+1する。,転生者
DO,転生者,完全覚醒,なし,1,効果参照,自動成功,自身,なし,0,プリプレイかアフタープレイでGMの許可を得て使用する。あなたは同じだけの経験点を使ってキャラクターを作り直す。この時「ルーツ：転生者」を取得できず、使用前に取得していなかったルーツを必ずひとつは取得する。,転生者
DO,転生者,再来せし御子,なし,1,メジャー,自動成功,自身,なし,0,あなたは【社会】点の財産点を得る。ただしこのアーツで得た財産点は、使用すると同点の人間性を失う。1シナリオに1回まで使用できる。,転生者
DO,転生者,いつか見た景色,0,1,効果参照,自動成功,自身,なし,6,《声なき声》と同時に使用する。その効果を受けた達成値をさらに+3し、その判定のクリティカル値を-1、ファンブル値を+1する。1ラウンドに1回まで使用できる。,転生者
アイドル - 存在そのものが社会に認識された現代の魔物。(『アドヴェント』にて追加)。,,,,,,,,,,,
AD,アイドル,伝説の偶像,自動,3,常時,自動成功,自身,なし,2+Lv,あなたの【社会】を+[+Lv+1]する。あなたは魔獣化やアーツの使用を目撃されても魔物であると認識されず、アンノウンマンが精神崩壊するようなこともない。あなたは迫害状態になった際、および迫害状態でシーンに登場するたびに【FP】を[Lv×5+5]点失う。,ｱｲﾄﾞﾙ
AD,アイドル,営業用の姿,魔獣,3,常時,自動成功,自身,なし,0,プリプレイで【戦闘能力値】からふたつ選択する。《魔獣化》中、片方を+[Lv+1](【行動値】ならさらに+2)、もう片方を-[Lv+1](最低0、【行動値】ならさらに-2)する。あなたの《魔獣化》のコストは+1される。,ｱｲﾄﾞﾙ
AD,アイドル,オンステージ,魔獣、攻撃、回復,5,メジャー,【社会】,範囲,シーン,4,対象に特殊攻撃を行なう。対象は【社会】でドッジを行なう。この攻撃が命中した場合、ダメージの代わりに[翻弄：あなた]を与えるか、対象の【FP】を[【社会】+(Lv)D6]点回復する。対象ごとにあなたが効果を選択すること。,ｱｲﾄﾞﾙ
AD,アイドル,かけがえなき支え,なし,3,判定直後,自動成功,自身,なし,2,あなたが行なった判定を振り直す。1回の判定につき1回、1ラウンドにLv回まで使用できる。また、あなたが取得している《伝説の相棒》は常に「タイミング：判定の直後」としても使用でき、あなた自身に使用した場合の効果をさらに+1する。,ｱｲﾄﾞﾙ
AD,アイドル,チェンジエモーション,魔獣,1,判定直後,自動成功,単体,シーン,3,あなた以外の対象が行なった判定の達成値を+2、または-2する。1ラウンドに1回まで使用でき、[翻弄：あなた]を受けている対象およびあなたへの絆を持つ対象には、1シーンに1回までこの効果を+【社会Ｂ】、または-【社会Ｂ】に変更できる。,ｱｲﾄﾞﾙ
AD,アイドル,不屈の舞台度胸,魔獣,3,効果参照,自動成功,自身,なし,3,あなたがBSを受けたり、何らかの効果で強制的に移動させられる際に使用する。そのBSまたは移動をすべて打ち消す。1ラウンドにLv回まで使用でき、迫害状態では使用できない。,ｱｲﾄﾞﾙ
AD,アイドル,伝説の檜舞台,20、魔獣,3,マイナー,自動成功,自身,なし,7,そのメインプロセス中、あなたが行なうメジャーアクションの対象と射程をシーンに変更する。ただし、そのアクションでダメージを与えることはできない。そのアクションでBSを受けたクラードはエキストラとなり、戦闘から除外される。1シナリオにLv回まで使用できる。,ｱｲﾄﾞﾙ
AD,アイドル,希望もたらす象徴,純血,3,効果参照,自動成功,単体,シーン,愛,あなた以外の同意した対象の人間性が、何らかの原因(魔獣化、アーツやアイテムの効果、シーンへの登場や堕落判定など)ひとつによって低下する直前に使用する。その人間性の低下を打ち消す。1シナリオにLv回まで使用でき、同じ対象には1シナリオに1回しか効果がない。,ｱｲﾄﾞﾙ
妖怪 - 物語、現象、概念が意思を持ち、人の心に近づこうとするモノたち。このルーツは「妖怪」のバリエーションを増やすためのものであり、このルーツを持つモノだけを妖怪と呼ぶわけではない。(『アドヴェント』にて追加)。,,,,,,,,,,,
AD,妖怪,荒くれ妖怪,選択、魔獣,3,マイナー,自動成功,自身,なし,3,そのメインプロセスの間、あなたが行なう白兵攻撃ダメージに+【感情】し、あなたは暴走を受ける。《大妖怪》を取得してる場合、《魔獣化》中常にあなたの【白兵値】を+[Lv+1]する。,妖怪
AD,妖怪,悪戯妖怪,選択,3,セットアップ,自動成功,単体,シーン,2,使用時に[翻弄：あなた]か[恐怖：あなた]のいずれかを選択する。対象に選択したBSを与える。《大妖怪》を取得している場合、《魔獣化》中常にあなたの【回避値】を+[Lv+1]する。,妖怪
AD,妖怪,怨念妖怪,選択、回復,3,イニシアチブ,自動成功,自身,なし,3,あなたの【FP】を【感情】点回復し、そのラウンド中に与えるダメージを+1D6する。1ラウンドにLv回まで使用でき、《大妖怪》を取得している場合、複数回使用することで効果が重複する。,妖怪
AD,妖怪,奇行妖怪,選択,3,効果参照,自動成功,自身,なし,Lv+1,あなたがエゴの表現によって罪を獲得した直後に使用する。そのシナリオの間、任意の【基本能力値】ひとつを+2する。《大妖怪》を取得している場合、この修正は[Lv+1]となる。,妖怪
AD,妖怪,器物妖怪,選択,3,セットアップ,自動成功,単体,至近,3,取得時に、常備化している「種別：使い捨て」以外のアイテムからひとつ選択する。あなたは同意した対象と同調状態になり、この同調状態の間、対象は選択したものと同じデータを持つアイテムを装備しているものとして扱う(攻撃力などはあなたの【基本能力値】から算出する)。《大妖怪》を取得している場合、効果中対象の全判定の達成値+Lv。,妖怪
AD,妖怪,巨大妖怪,選択、魔獣,1,常時,自動成功,自身,なし,2,あなたは《巨体》をLv1で取得する。これには経験点は必要なく、すでに取得してる場合はLvを+1する。《魔獣化》中、あなたと同じエンゲージいる味方のG値を+【感情B】する。《大妖怪》を取得している場合、《巨体》の効果を[Lv×10+10]に変更する。,妖怪
AD,妖怪,次元妖怪,選択、魔獣,3,イニシアチブ,自動成功,自身,なし,4,あなたは通常移動か離脱移動を行なう。この時、封鎖の影響を受けない。1ラウンドに1回まで使用でき、《大妖怪》を取得している場合、《魔獣化》中常にあなたの【射撃値】を+[Lv+1]する。,妖怪
AD,妖怪,神速妖怪,選択、魔獣,3,リアクション,【感情】,自身,なし,2,あなたはドッジを【感情】で行なえる。1ラウンドにLv回まで使用でき、《大妖怪》を取得している場合、《魔獣化》中は常にあなたの【行動値】を+[Lv×2]する。,妖怪
AD,妖怪,博識妖怪,選択,3,判定直後,自動成功,単体,シーン,2,対象が行なった情報収集判定または【社会】判定の達成値を+3する。1ラウンドに1回まで使用でき、《大妖怪》を取得している場合、あなたがプリプレイで得る財産点を+[Lv×2]する。,妖怪
AD,妖怪,マスコット妖怪,選択,3,判定直前,自動成功,単体,シーン,3,あなた以外の対象が判定を行なう直前に使用する。対象はその判定を[あなたの【感情】]を判定値として行なえる。1ラウンドに1回まで使用でき、《大妖怪》を取得している場合は1ラウンドにLv回まで使用できる。,妖怪
AD,妖怪,妖撃飛弾,魔獣、ア,5,常時,自動成功,自身,なし,0,《魔獣化》中、あなたは以下の武器を装備する。攻撃時に人間性2点消費で「対象：2体」に変更可能。あなたの《魔獣化》コストは+1される。　種別：武器(射撃/魔法)　命中：0　G値：Lv+2　攻撃力：(【感情】+Lv×2)+2D6　行動値：+2　射程：遠隔,妖怪
AD,妖怪,妖姿無影,魔獣,3,常時,自動成功,自身,なし,0,あなたは《魔獣化》中、【肉体】と【技術】のA値が+[Lv×2+2]され、自身がそう望まない限りエキストラの人間に姿を知覚されない。GMは無垢な子どもや霊感の持ち主など、この効果を受けないエキストラを設定してもよい。あなたの《魔獣化》コストは+1される。,妖怪
AD,妖怪,妖爪妖牙,魔獣,5,常時,自動成功,自身,なし,0,《魔獣化》の効果中、あなたの素手のダメージを[【感情】+Lv×2+1D6]、G値を[Lv+3]に変更し、《妖力乱舞》を取得した上で素手による攻撃で1点でもダメージを与えた場合、《妖怪乱舞》の効果で選択したBSを与える。あなたの《魔獣化》のコストは+1される。,妖怪
AD,妖怪,妖力乱舞,魔獣、攻撃,5,メジャー,【感情】,範囲,シーン,3,取得時に、暴走、翻弄、恐怖を除くBSをひとつ選択する(邪毒の場合は邪毒3)。対象に[【感情】+(Lv)D6]点のダメージを与える特殊攻撃を行なう。対象は【感情】でドッジを行なう。1点でもダメージを与えた場合、選択したBSを与える。,妖怪
AD,妖怪,妖気解放,20,3,DR直前,自動成功,自身,なし,3,対象が行なうDRに+【感情】する。《器物妖怪》を取得している場合はその効果で同調状態になっている対象にも使用でき、《博識妖怪》か《マスコット妖怪》を取得している場合は「対象：単体」「射程：シーン」となる。1ラウンドにLv回まで使用できる。,妖怪
AD,妖怪,妖怪は死なない,0,1,効果参照,自動成功,自身,なし,愛,ダメージ適用の際に使用する。あなたに適用されているダメージを半分(端数切捨て)にする。《大妖怪》を取得している場合は0にする。1シーンに1回まで使用できる。,妖怪
AD,妖怪,大妖怪,純血,3,常時,自動成功,自身,なし,3,あなたの【FP】最大値を+[Lv×10]し、《魔獣化》中に行なう攻撃のダメージに+[Lv×3]する。あなたの《魔獣化》のコストを+[あなたが取得している「種別：選択」の妖怪アーツの数÷2(端数切り上げ)]する。,妖怪
